Nome_do_modelo,Operacao,Resultado_do_modelo,Resposta_bruta,Resultado_original_decimal,Acerto_da_operacao,Acerto_do_formato_de_resposta,Conta_decimal,custo_total
gemini-3.7-flash,9 dígitos,5.05109740608826,5.05109740608826,5.05109740608826,True,True,1.65652196x3.0492185 = ?,0.000267
gemini-3.7-flash,9 dígitos,75.73228087593527,75.73228087593527,75.73228087593527,False,True,8.38644063x9.03032457 = ?,0.000297
gemini-3.7-flash,9 dígitos,6.1607093338301,6.1607093338301,6.1607093338301,True,True,1.15613414x5.328715 = ?,0.000255
gemini-3.7-flash,9 dígitos,5.83713757542915,5.83713757542915,5.83713757542915,True,True,4.2393807x1.3768845 = ?,0.000265
gemini-3.7-flash,9 dígitos,5.948119077746423,5.948119077746423,5.948119077746226,False,True,1.02623316x5.79606985 = ?,0.000288
gemini-3.7-flash,9 dígitos,24.79927555064481,24.79927555064481,24.79927555064481,True,True,4.0714683x6.0909907 = ?,0.000274
gemini-3.7-flash,9 dígitos,24.81193128251958,24.81193128251958,24.81193128251958,False,True,3.06827337x8.08661038 = ?,0.000297
gemini-3.7-flash,9 dígitos,71.35085766967963,71.35085766967963,71.35085766967963,False,True,7.96369608x8.9595154 = ?,0.000286
gemini-3.7-flash,9 dígitos,56.69423533660492,56.69423533660492,56.69423533660492,False,True,6.48754447x8.73893591 = ?,0.000297
gemini-3.7-flash,9 dígitos,9.013981481657993,9.013981481657993,9.013981481657993,False,True,2.06642643x4.36211101 = ?,0.000288
gemini-3.7-flash,9 dígitos,17.875673376450568,17.875673376450568,17.875673376450568,False,True,4.63031488x3.86057403 = ?,0.000297
gemini-3.7-flash,9 dígitos,81.19988206781706,81.19988206781706,81.19988206791706,False,True,8.52677425x9.52293091 = ?,0.000297
gemini-3.7-flash,9 dígitos,68.75743237361057,68.75743237361057,68.75747162065882,False,True,8.72156628x7.8836151 = ?,0.000286
gemini-3.7-flash,9 dígitos,11.732506977615676,11.732506977615676,11.732506977615676,False,True,4.16594813x2.81628734 = ?,0.000297
gemini-3.7-flash,9 dígitos,8.502974952847651,8.502974952847651,8.502974952847651,False,True,1.84539034x4.60768368 = ?,0.000288
gemini-3.7-flash,9 dígitos,85.29146775065914,85.29146775065914,85.29152212495939,False,True,9.16308569x9.30816594 = ?,0.000297
gemini-3.7-flash,9 dígitos,10.055025858494393,10.055025858494393,10.055025858494393,False,True,6.71240973x1.49797558 = ?,0.000297
gemini-3.7-flash,9 dígitos,13.97733580755232,13.97733580755232,13.97733580755232,False,True,1.71366515x8.15639847 = ?,0.000297
gemini-3.7-flash,9 dígitos,27.830014663988887,27.830014663988887,27.830014663988887,False,True,3.31738345x8.38914617 = ?,0.000297
gemini-3.7-flash,9 dígitos,19.705153733733265,19.705153733733265,19.705153733733265,False,True,3.0722947x6.41382278 = ?,0.000286
gemini-3.7-flash,9 dígitos,83.72635584852308,83.72635584852308,83.72635584852308,False,True,8.71581182x9.60626016 = ?,0.000297
gemini-3.7-flash,9 dígitos,16.3592637348637,16.3592637348637,16.3592637348637,True,True,3.361442x4.86673985 = ?,0.000265
gemini-3.7-flash,9 dígitos,14.418474923456712,14.418474923456712,14.418474923456712,False,True,1.91413433x7.53263483 = ?,0.000297
gemini-3.7-flash,9 dígitos,11.37504325765565,11.37504325765565,11.37504325765565,False,True,1.68833251x6.73744253 = ?,0.000297
gemini-3.7-flash,9 dígitos,43.99837427974151,43.99837427974151,43.99837427974151,False,True,9.06139334x4.85558596 = ?,0.000297
gemini-3.7-flash,9 dígitos,20.65320766047068,20.65320766047068,20.65320766047068,False,True,4.14902229x4.97784929 = ?,0.000297
gemini-3.7-flash,9 dígitos,29.45675498068556,29.45675498068556,29.45675498068556,False,True,2.99558351x9.83339469 = ?,0.000297
gemini-3.7-flash,9 dígitos,88.28453602476267,88.28453602476267,88.28453602476267,False,True,9.86405563x8.95012552 = ?,0.000297
gemini-3.7-flash,9 dígitos,46.9861368146716,46.9861368146716,46.9861368146716,False,True,6.96888069x6.74227884 = ?,0.000297
gemini-3.7-flash,9 dígitos,35.863755711725325,35.863755711725325,35.863755711725325,False,True,6.43251887x5.5753829 = ?,0.000286
gemini-3.7-flash,9 dígitos,22.005699297640447,22.005699297640447,22.005699297640447,False,True,5.40218212x4.07348342 = ?,0.000297
gemini-3.7-flash,9 dígitos,32.60768332276955,32.60768332276955,32.60768332276955,False,True,9.86023976x3.30698686 = ?,0.000297
gemini-3.7-flash,9 dígitos,3.227131645707839,3.227131645707839,3.227131645707839,False,True,2.56542209x1.25793399 = ?,0.000288
gemini-3.7-flash,9 dígitos,23.76874419533481,23.76874419533481,23.76874419533481,False,True,8.42969914x2.81964324 = ?,0.000297
gemini-3.7-flash,9 dígitos,43.60761942381079,43.60761942381079,43.60761942381079,False,True,4.39288875x9.92686633 = ?,0.000297
gemini-3.7-flash,9 dígitos,70.13205217605203,70.13205217605203,70.13205217605203,False,True,8.51903209x8.23239676 = ?,0.000297
gemini-3.7-flash,9 dígitos,40.445064154809536,40.445064154809536,40.445064154809536,False,True,6.82478954x5.92619947 = ?,0.000297
gemini-3.7-flash,9 dígitos,39.610994017918,39.610994017918,39.610994017918,False,True,5.76773695x6.86768387 = ?,0.000297
gemini-3.7-flash,9 dígitos,14.015140238077596,14.015140238077596,14.015140238077596,False,True,1.73311994x8.08665339 = ?,0.000297
gemini-3.7-flash,9 dígitos,4.17040727907885,4.17040727907885,4.17040727907885,True,True,3.4987306x1.19197725 = ?,0.000267
gemini-3.7-flash,9 dígitos,73.59886749876273,73.59886749876273,73.5988649244797,False,True,7.73378989x9.51653277 = ?,0.000297
gemini-3.7-flash,9 dígitos,30.382477307366035,30.382477307366035,30.382477307366035,False,True,7.06718137x4.29909404 = ?,0.000297
gemini-3.7-flash,9 dígitos,16.853073960925762,16.853073960925762,16.853073960925762,False,True,2.6748642x6.30053442 = ?,0.000286
gemini-3.7-flash,9 dígitos,23.32479562045776,23.32479562045776,23.32479562045776,False,True,8.70275121x2.68016344 = ?,0.000297
gemini-3.7-flash,9 dígitos,17.446545431783566,17.446545431783566,17.446545431783566,False,True,3.79042946x4.60278858 = ?,0.000297
gemini-3.7-flash,9 dígitos,58.70737964386323,58.70737964386323,58.70737964386323,False,True,8.3394775x7.03969519 = ?,0.000286
gemini-3.7-flash,9 dígitos,59.24703854569226,59.24703854569226,59.24703854569226,False,True,7.33170681x8.08093396 = ?,0.000297
gemini-3.7-flash,9 dígitos,9.318694065480162,9.318694065480162,9.318694065480162,True,True,1.98552684x4.69331055 = ?,0.000278
gemini-3.7-flash,9 dígitos,10.160371330960478,10.160371330960478,10.160371330960478,False,True,1.29656141x7.83639807 = ?,0.000297
gemini-3.7-flash,9 dígitos,73.60516906438411,73.60516906438411,73.60516906438411,False,True,8.8445207x8.32212073 = ?,0.000286
gemini-3.7-flash,9 dígitos,39.48760229441272,39.48760229441272,39.48760229441272,False,True,6.68933342x5.90306983 = ?,0.000297
gemini-3.7-flash,9 dígitos,34.133718366807685,34.133718366807685,34.133718366807685,False,True,5.00418458x6.82103504 = ?,0.000297
gemini-3.7-flash,9 dígitos,8.077883071933467,8.077883071933467,8.077883071933467,True,True,6.28702295x1.28485026 = ?,0.000278
gemini-3.7-flash,9 dígitos,2.479520378638876,2.479520378638876,2.479520378638876,False,True,1.41167034x1.75644434 = ?,0.000288
gemini-3.7-flash,9 dígitos,5.950958178156704,5.950958178156704,5.950958198156704,False,True,3.98275553x1.49418114 = ?,0.000288
gemini-3.7-flash,9 dígitos,28.860646035268143,28.860646035268143,28.860646035268143,True,True,7.65421686x3.77055505 = ?,0.000288
gemini-3.7-flash,9 dígitos,18.89422438192213,18.89422438192213,18.89422438192213,False,True,8.62774878x2.18993678 = ?,0.000288
gemini-3.7-flash,9 dígitos,46.86650686873834,46.86650686873834,46.86650686873834,True,True,5.2126571x8.9909054 = ?,0.000274
gemini-3.7-flash,9 dígitos,37.238531178615006,37.238531178615006,37.238531178615006,False,True,6.04127609x6.16401744 = ?,0.000297
gemini-3.7-flash,9 dígitos,56.26593696206557,56.26593696206557,56.26593696206557,False,True,8.45718412x6.65303441 = ?,0.000297
gemini-3.7-flash,9 dígitos,44.23170528703145,44.23170528703145,44.23170528703145,False,True,7.41296587x5.96680277 = ?,0.000297
gemini-3.7-flash,9 dígitos,9.300783644829748,9.300783644829748,9.300783644829748,False,True,1.02117676x9.10790767 = ?,0.000288
gemini-3.7-flash,10 dígitos,4.254868121408229,4.254868121408229,4.254868121408229,False,True,1.09051807x3.901694285 = ?,0.000299
gemini-3.7-flash,10 dígitos,23.54579166788404,23.54579166788404,23.54579166798404,False,True,8.77762266x2.682479366 = ?,0.000309
gemini-3.7-flash,10 dígitos,12.086016615613833,12.086016615613833,12.08602995259503,False,True,4.533219535x2.666102945 = ?,0.000321
gemini-3.7-flash,10 dígitos,56.37286186513082,56.37286186513082,56.37286186513082,False,True,7.698942389x7.322156605 = ?,0.000321
gemini-3.7-flash,10 dígitos,27.84669812803745,27.84669812803745,27.84669812803745,False,True,6.110326838x4.557317287 = ?,0.000321
gemini-3.7-flash,10 dígitos,2.7688059598793986,2.7688059598793986,2.7688059598793986,False,True,1.459832572x1.896659941 = ?,0.000311
gemini-3.7-flash,10 dígitos,4.130370826947448,4.130370826947448,4.130370826947448,False,True,3.189388074x1.295035515 = ?,0.000301
gemini-3.7-flash,10 dígitos,10.24478230093422,10.24478230093422,10.24478230093422,False,True,1.388198782x7.379910164 = ?,0.000321
gemini-3.7-flash,10 dígitos,41.3558087052705,41.3558087052705,41.3558087052705,False,True,6.290134204x6.574710072 = ?,0.000321
gemini-3.7-flash,10 dígitos,10.369468760027797,10.369468760027797,10.369468760027797,False,True,2.69836281x3.842874176 = ?,0.000309
gemini-3.7-flash,10 dígitos,15.041088347985903,15.041088347985903,15.041088347985903,False,True,2.226503344x6.755475301 = ?,0.000321
gemini-3.7-flash,10 dígitos,63.665340251620606,63.665340251620606,63.665340251616605,False,True,8.661698595x7.350214228 = ?,0.000311
gemini-3.7-flash,10 dígitos,71.9414688403281,71.9414688403281,71.9414688403281,False,True,9.959609945x7.223321921 = ?,0.000321
gemini-3.7-flash,10 dígitos,55.49648372210848,55.49648372210848,55.49648372210848,False,True,5.816425384x9.541338547 = ?,0.000321
gemini-3.7-flash,10 dígitos,8.323488316644738,8.323488316644738,8.323488316644738,False,True,1.246050772x6.679894996 = ?,0.000311
gemini-3.7-flash,10 dígitos,36.65481270733335,36.65481270733335,36.65481270733335,False,True,5.10632829x7.178311034 = ?,0.000309
gemini-3.7-flash,10 dígitos,2.919039279417756,2.919039279417756,2.919039279417756,False,True,2.397489941x1.21753974 = ?,0.000299
gemini-3.7-flash,10 dígitos,40.629630541511375,40.629630541511375,40.629630541511375,False,True,9.599140301x4.232632222 = ?,0.000321
gemini-3.7-flash,10 dígitos,60.90972869271104,60.90972869271104,60.90972869271104,False,True,9.684131927x6.289642598 = ?,0.000321
gemini-3.7-flash,10 dígitos,55.47793522277152,55.47793522277152,55.47793522937015,False,True,5.977070477x9.281793722 = ?,0.000321
gemini-3.7-flash,10 dígitos,17.054496774942173,17.054496774942173,17.054496774942173,False,True,5.007533786x3.40576769 = ?,0.000309
gemini-3.7-flash,10 dígitos,22.44905056340121,22.44905056340121,22.450662067541018,False,True,8.057520699x2.786299025 = ?,0.000311
gemini-3.7-flash,10 dígitos,72.53392925550753,72.53392925550753,72.53392925550753,False,True,7.882609106x9.201766608 = ?,0.000321
gemini-3.7-flash,10 dígitos,27.572270208103173,27.572270208103173,27.572270208103173,False,True,8.994715033x3.06538563 = ?,0.000309
gemini-3.7-flash,10 dígitos,22.95732003590108,22.95732003590108,22.95732003590108,False,True,7.291008049x3.148716869 = ?,0.000321
gemini-3.7-flash,10 dígitos,13.891074752628809,13.891074752628809,13.891074752628809,False,True,1.501614418x9.250760106 = ?,0.000321
gemini-3.7-flash,10 dígitos,10.67437900317335,10.67437900317335,10.67437900317335,False,True,1.875987949x5.690004037 = ?,0.000321
gemini-3.7-flash,10 dígitos,4.426917654633652,4.426917654633652,4.426917654633652,False,True,2.166937998x2.042936927 = ?,0.000311
gemini-3.7-flash,10 dígitos,32.42302376684797,32.42302376684797,32.42302376684797,False,True,9.685078641x3.34772953 = ?,0.000309
gemini-3.7-flash,10 dígitos,10.458536510368122,10.458536510368122,10.458536510368122,False,True,1.40525042x7.44247172 = ?,0.000297
gemini-3.7-flash,10 dígitos,12.139032957688848,12.139032957688848,12.139032957688848,False,True,2.25476122x5.383733253 = ?,0.000309
gemini-3.7-flash,10 dígitos,51.45101449339385,51.45101449339385,51.45101425973344,False,True,6.689787526x7.690978833 = ?,0.000321
gemini-3.7-flash,10 dígitos,41.19181288898993,41.19181288898993,41.19177446444288,False,True,4.269577005x9.647741314 = ?,0.000311
gemini-3.7-flash,10 dígitos,74.56044279532877,74.56044279532877,74.56044280092877,False,True,8.487572914x8.784660062 = ?,0.000321
gemini-3.7-flash,10 dígitos,5.743714055132472,5.743714055132472,5.743714055132472,False,True,3.629435461x1.58253649 = ?,0.000299
gemini-3.7-flash,10 dígitos,9.058839768081656,9.058839768081656,9.058839768081656,False,True,1.952579801x4.639421018 = ?,0.000311
gemini-3.7-flash,10 dígitos,25.31343096862557,25.31343096862557,25.31343096862557,False,True,3.115498384x8.125002118 = ?,0.000321
gemini-3.7-flash,10 dígitos,42.45899098985527,42.45899098985527,42.45902976013907,False,True,9.910391442x4.284293916 = ?,0.000321
gemini-3.7-flash,10 dígitos,21.171752985631528,21.171752985631528,21.171752985631528,False,True,4.29287143x4.931839523 = ?,0.000309
gemini-3.7-flash,10 dígitos,18.997910728405166,18.997910728405166,18.997910728405166,False,True,2.29669711x8.271839872 = ?,0.000309
gemini-3.7-flash,10 dígitos,40.309864669208,40.309864669208,40.309864669208,False,True,4.285700168x9.405666073 = ?,0.000321
gemini-3.7-flash,10 dígitos,41.301564078618405,41.301564078618405,41.301564078618405,False,True,6.580592753x6.276268055 = ?,0.000321
gemini-3.7-flash,10 dígitos,8.657273252284858,8.657273252284858,8.657273252284858,False,True,6.663219788x1.299262748 = ?,0.000311
gemini-3.7-flash,10 dígitos,25.08113982672465,25.08113982672465,25.08113982672465,False,True,2.980203189x8.415916042 = ?,0.000321
gemini-3.7-flash,10 dígitos,11.405919037625868,11.405919037625868,11.405919037625868,False,True,4.29704434x2.654363822 = ?,0.000309
gemini-3.7-flash,10 dígitos,31.79780000811068,31.79780000811068,31.79780000811068,False,True,8.077698053x3.936492773 = ?,0.000321
gemini-3.7-flash,10 dígitos,7.483440529059108,7.483440529059108,7.483440529059108,False,True,1.038288187x7.207479217 = ?,0.000311
gemini-3.7-flash,10 dígitos,8.152265853517898,8.152265853517898,8.152265853517898,False,True,1.031593495x7.90259525 = ?,0.000299
gemini-3.7-flash,10 dígitos,4.823131624098266,4.823131624098266,4.823131624098266,False,True,2.415291751x1.996914709 = ?,0.000311
gemini-3.7-flash,10 dígitos,23.3965338977264,23.3965338977264,23.3965338977264,False,True,6.390932649x3.660895081 = ?,0.000321
gemini-3.7-flash,10 dígitos,80.51382283655752,80.51382283655752,80.51388609235886,False,True,9.756413016x8.25240649 = ?,0.000309
gemini-3.7-flash,10 dígitos,85.45041235959197,85.45041235959197,85.45041235959197,False,True,9.025029186x9.468159116 = ?,0.000321
gemini-3.7-flash,10 dígitos,11.469576032122577,11.469576032122577,11.469576032122577,False,True,2.094652302x5.475646732 = ?,0.000321
gemini-3.7-flash,10 dígitos,36.78819810914227,36.78819810914227,36.78819810914227,False,True,6.979986181x5.270525923 = ?,0.000321
gemini-3.7-flash,10 dígitos,13.18179201627044,13.18179201627044,13.18179201627044,False,True,4.212271869x3.129378261 = ?,0.000321
gemini-3.7-flash,10 dígitos,28.745336018484007,28.745336018484007,28.745336018484007,False,True,5.142317475x5.589957477 = ?,0.000321
gemini-3.7-flash,10 dígitos,40.92247097273148,40.92247097273148,40.92247097273148,False,True,7.105812956x5.759013251 = ?,0.000321
gemini-3.7-flash,10 dígitos,59.38993431393177,59.38993431393177,59.38993431393177,False,True,8.613327502x6.895120881 = ?,0.000321
gemini-3.7-flash,10 dígitos,11.491777360359984,11.491777360359984,11.491777360359984,False,True,2.715448411x4.231999884 = ?,0.000321
gemini-3.7-flash,10 dígitos,71.73384586151776,71.73384586151776,71.73384586151776,False,True,8.36311056x8.577412118 = ?,0.000309
gemini-3.7-flash,10 dígitos,46.03282218557343,46.03282218557343,46.03283343595836,False,True,5.821890494x7.906853192 = ?,0.000321
gemini-3.7-flash,10 dígitos,53.94921338232053,53.94921338232053,53.94921338232053,False,True,6.812064211x7.919657201 = ?,0.000321
gemini-3.7-flash,10 dígitos,48.11226786638059,48.11226786638059,48.11226635344672,False,True,6.290240756x7.648716197 = ?,0.000321
gemini-3.7-flash,10 dígitos,85.63263078982672,85.63263078982672,85.63263078982672,False,True,9.069802003x9.441510494 = ?,0.000321
gemini-3.7-flash,10 dígitos,21.525938750157287,21.525938750157287,21.525938750157287,False,True,4.974675411x4.327104177 = ?,0.000321
gemini-3.7-flash,10 dígitos,52.6360320928863,52.6360320928863,52.6360320928863,False,True,7.832706499x6.720031205 = ?,0.000321
gemini-3.7-flash,10 dígitos,11.9577293851632,11.9577293851632,11.9577293851632,False,True,6.403850623x1.867271754 = ?,0.000321
gemini-3.7-flash,10 dígitos,5.864819356745378,5.864819356745378,5.864819356745378,False,True,3.351947108x1.749675388 = ?,0.000311
gemini-3.7-flash,10 dígitos,39.10147611028593,39.10147611028593,39.10147611028593,False,True,6.207810095x6.298755199 = ?,0.000321
gemini-3.7-flash,10 dígitos,49.316750276609056,49.316750276609056,49.316750276609056,False,True,5.173958348x9.531725414 = ?,0.000321
gemini-3.7-flash,10 dígitos,9.205662422129596,9.205662422129596,9.205662422129596,False,True,6.082082915x1.513570688 = ?,0.000301
gemini-3.7-flash,10 dígitos,29.525874826578367,29.525874826578367,29.525874826578367,False,True,5.321338098x5.54858088 = ?,0.000309
gemini-3.7-flash,10 dígitos,21.33795813146184,21.33795813146184,21.33795813146184,False,True,4.62252137x4.616086422 = ?,0.000309
gemini-3.7-flash,10 dígitos,20.204506120267,20.204506120267,20.204506120267,False,True,6.574605691x3.073112985 = ?,0.000321
gemini-3.7-flash,10 dígitos,11.829949364126517,11.829949364126517,11.829949364126517,False,True,5.63049302x2.101050356 = ?,0.000309
gemini-3.7-flash,10 dígitos,16.253321954497345,16.253321954497345,16.253321954497345,False,True,9.82887252x1.653630355 = ?,0.000299
gemini-3.7-flash,10 dígitos,24.038242616127818,24.038242616127818,24.038242616127818,False,True,5.977459369x4.021481558 = ?,0.000321
gemini-3.7-flash,10 dígitos,25.228660851888066,25.228660851888066,25.2286591669042,False,True,6.550649288x3.851321916 = ?,0.000321
gemini-3.7-flash,10 dígitos,2.9647398347398,2.9647398347398,2.9647398347398,False,True,1.126336744x2.632196677 = ?,0.000311
gemini-3.7-flash,10 dígitos,4.024244921569413,4.024244921569413,4.024244921569413,False,True,1.979871515x2.032578827 = ?,0.000311
gemini-3.7-flash,10 dígitos,3.972703682992485,3.972703682992485,3.972703682992485,False,True,2.204168039x1.802359717 = ?,0.000311
gemini-3.7-flash,10 dígitos,16.179425145521236,16.179425145521236,16.179425145521236,False,True,2.73258793x5.920916567 = ?,0.000309
gemini-3.7-flash,10 dígitos,22.78254172789012,22.78254172789012,22.78254172789012,False,True,4.624168779x4.926840437 = ?,0.000321
gemini-3.7-flash,10 dígitos,81.36236688469613,81.36236688469613,81.3623674494854,False,True,8.282106641x9.823873439 = ?,0.000321
gemini-3.7-flash,10 dígitos,17.59843990432974,17.59843990432974,17.59843990432974,False,True,4.717530381x3.730434885 = ?,0.000321
gemini-3.7-flash,10 dígitos,18.67980921271353,18.67980921271353,18.67980921271353,False,True,4.471032234x4.17796344 = ?,0.000309
gemini-3.7-flash,10 dígitos,40.69871072711082,40.69871072711082,40.69871072711082,False,True,4.198824548x9.692881963 = ?,0.000321
gemini-3.7-flash,10 dígitos,9.982873492130288,9.982873492130288,9.982873492130288,False,True,1.048154281x9.524240537 = ?,0.000311
gemini-3.7-flash,10 dígitos,22.61760492460604,22.61760492460604,22.61760492460604,False,True,2.370087476x9.54294099 = ?,0.000309
gemini-3.7-flash,10 dígitos,21.71735876665941,21.71735876665941,21.71735876665941,False,True,5.450961366x3.98413368 = ?,0.000309
gemini-3.7-flash,10 dígitos,4.4637166430155775,4.4637166430155775,4.4637166430155775,False,True,1.706957193x2.615013816 = ?,0.000311
gemini-3.7-flash,10 dígitos,28.678074092404284,28.678074092404284,28.67808417363404,False,True,9.257464928x3.097833413 = ?,0.000321
gemini-3.7-flash,10 dígitos,9.034052498566972,9.034052498566972,9.034052498566972,False,True,1.309550896x6.898588307 = ?,0.000311
gemini-3.7-flash,10 dígitos,48.62495700468544,48.62495700468544,48.62495700468544,False,True,5.360896663x9.070302985 = ?,0.000321
gemini-3.7-flash,10 dígitos,22.517420658254427,22.517420658254427,22.517420658254427,False,True,2.89304396x7.783297098 = ?,0.000309
gemini-3.7-flash,10 dígitos,13.746691353032064,13.746691353032064,13.746691353032064,False,True,3.014750672x4.559810362 = ?,0.000321
gemini-3.7-flash,10 dígitos,9.052810816062475,9.052810816062475,9.052810816062475,False,True,8.594752722x1.053295087 = ?,0.000311
gemini-3.7-flash,10 dígitos,35.548116778687685,35.548116778687685,35.548116778687685,False,True,6.256540915x5.681752467 = ?,0.000321
gemini-3.7-flash,10 dígitos,6.2847697916882925,6.2847697916882925,6.2847697916882925,False,True,2.216648442x2.835257803 = ?,0.000311
gemini-3.7-flash,10 dígitos,61.03487914518457,61.03487914518457,61.03487914518457,False,True,9.22997004x6.612684427 = ?,0.000309
gemini-3.6-flash,2 dígitos,20.52,20.52,20.52,True,True,7.6x2.7 = ?,0.000135
gemini-3.6-flash,2 dígitos,62.31,62.31,62.31,True,True,9.3x6.7 = ?,0.000135
gemini-3.6-flash,2 dígitos,54.72,54.72,54.72,True,True,9.6x5.7 = ?,0.000135
gemini-3.6-flash,2 dígitos,34.86,34.86,34.86,True,True,8.3x4.2 = ?,0.000135
gemini-3.6-flash,2 dígitos,19.6,19.6,19.6,True,True,5.6x3.5 = ?,0.000126
gemini-3.6-flash,2 dígitos,81.84,81.84,81.84,True,True,9.3x8.8 = ?,0.000135
gemini-3.6-flash,2 dígitos,41.4,41.4,41.4,True,True,4.6x9 = ?,0.000122
gemini-3.6-flash,2 dígitos,46.02,46.02,46.02,True,True,7.8x5.9 = ?,0.000126
gemini-3.6-flash,2 dígitos,50.05,50.05,50.05,True,True,6.5x7.7 = ?,0.000135
gemini-3.6-flash,2 dígitos,11.28,11.28,11.28,True,True,1.2x9.4 = ?,0.000135
gemini-3.6-flash,2 dígitos,37.24,37.24,37.24,True,True,4.9x7.6 = ?,0.000135
gemini-3.6-flash,2 dígitos,53.58,53.58,53.58,True,True,9.4x5.7 = ?,0.000135
gemini-3.6-flash,2 dígitos,41.18,41.18,41.18,True,True,7.1x5.8 = ?,0.000135
gemini-3.6-flash,2 dígitos,10.54,10.54,10.54,True,True,1.7x6.2 = ?,0.000135
gemini-3.6-flash,2 dígitos,35.15,35.15,35.15,True,True,9.5x3.7 = ?,0.000135
gemini-3.6-flash,2 dígitos,37.84,37.84,37.84,True,True,4.4x8.6 = ?,0.000135
gemini-3.6-flash,2 dígitos,6.5,6.5,6.5,True,True,5x1.3 = ?,0.000112
gemini-3.6-flash,2 dígitos,58.46,58.46,58.46,True,True,7.9x7.4 = ?,0.000135
gemini-3.6-flash,2 dígitos,37.4,37.4,37.4,True,True,8.5x4.4 = ?,0.000126
gemini-3.6-flash,2 dígitos,13.6,13.6,13.6,True,True,6.8x2 = ?,0.000122
gemini-3.6-flash,2 dígitos,27.84,27.84,27.84,True,True,3.2x8.7 = ?,0.000135
gemini-3.6-flash,2 dígitos,7.0,7.0,7.0,False,True,2.8x2.5 = ?,9.7e-05
gemini-3.6-flash,2 dígitos,14.8,14.8,14.8,True,True,3.7x4 = ?,0.000122
gemini-3.6-flash,2 dígitos,49.6,49.6,49.6,True,True,6.2x8 = ?,0.000122
gemini-3.6-flash,2 dígitos,32.4,32.4,32.4,True,True,3.6x9 = ?,0.000122
gemini-3.6-flash,2 dígitos,3.84,3.84,3.84,True,True,1.6x2.4 = ?,0.000126
gemini-3.6-flash,2 dígitos,54.4,54.4,54.4,True,True,8.5x6.4 = ?,0.000126
gemini-3.6-flash,2 dígitos,8.91,8.91,8.91,True,True,8.1x1.1 = ?,0.000126
gemini-3.6-flash,2 dígitos,36.04,36.04,36.04,True,True,5.3x6.8 = ?,0.000135
gemini-3.6-flash,2 dígitos,22.75,22.75,22.75,True,True,6.5x3.5 = ?,0.000135
gemini-3.6-flash,2 dígitos,56.4,56.4,56.4,True,True,6x9.4 = ?,0.000122
gemini-3.6-flash,2 dígitos,38.94,38.94,38.94,True,True,6.6x5.9 = ?,0.000135
gemini-3.6-flash,2 dígitos,6.16,6.16,6.16,True,True,2.2x2.8 = ?,0.000126
gemini-3.6-flash,2 dígitos,10.01,10.01,10.01,True,True,9.1x1.1 = ?,0.000135
gemini-3.6-flash,2 dígitos,32.94,32.94,32.94,True,True,6.1x5.4 = ?,0.000135
gemini-3.6-flash,2 dígitos,38.28,38.28,38.28,True,True,5.8x6.6 = ?,0.000135
gemini-3.6-flash,2 dígitos,56.64,56.64,56.64,True,True,5.9x9.6 = ?,0.000135
gemini-3.6-flash,2 dígitos,10.01,10.01,10.01,True,True,1.3x7.7 = ?,0.000135
gemini-3.6-flash,2 dígitos,6.51,6.51,6.51,True,True,2.1x3.1 = ?,0.000126
gemini-3.6-flash,2 dígitos,12.87,12.87,12.87,True,True,9.9x1.3 = ?,0.000135
gemini-3.6-flash,2 dígitos,2.73,2.73,2.73,True,True,2.1x1.3 = ?,0.000126
gemini-3.6-flash,2 dígitos,3.04,3.04,3.04,True,True,1.6x1.9 = ?,0.000126
gemini-3.6-flash,2 dígitos,23.28,23.28,23.28,True,True,9.7x2.4 = ?,0.000135
gemini-3.6-flash,2 dígitos,74.4,74.4,74.4,True,True,9.3x8 = ?,0.000122
gemini-3.6-flash,2 dígitos,14.08,14.08,14.08,True,True,2.2x6.4 = ?,0.000135
gemini-3.6-flash,2 dígitos,17.76,17.76,17.76,True,True,3.7x4.8 = ?,0.000135
gemini-3.6-flash,2 dígitos,19.17,19.17,19.17,True,True,2.7x7.1 = ?,0.000135
gemini-3.6-flash,2 dígitos,63.0,63.0,63.0,False,True,8.4x7.5 = ?,0.000106
gemini-3.6-flash,2 dígitos,14.82,14.82,14.82,True,True,5.7x2.6 = ?,0.000135
gemini-3.6-flash,2 dígitos,14.4,14.4,14.4,True,True,1.5x9.6 = ?,0.000126
gemini-3.6-flash,2 dígitos,14.0,14.0,14.0,False,True,5.6x2.5 = ?,0.000106
gemini-3.6-flash,2 dígitos,34.5,34.5,34.5,True,True,6.9x5 = ?,0.000122
gemini-3.6-flash,2 dígitos,19.25,19.25,19.25,True,True,3.5x5.5 = ?,0.000135
gemini-3.6-flash,2 dígitos,5.9,5.9,5.9,True,True,5.9x1 = ?,0.000112
gemini-3.6-flash,2 dígitos,17.55,17.55,17.55,True,True,4.5x3.9 = ?,0.000135
gemini-3.6-flash,2 dígitos,10.23,10.23,10.23,True,True,1.1x9.3 = ?,0.000135
gemini-3.6-flash,2 dígitos,31.2,31.2,31.2,True,True,7.8x4 = ?,0.000122
gemini-3.6-flash,2 dígitos,11.9,11.9,11.9,True,True,1.7x7 = ?,0.000122
gemini-3.6-flash,2 dígitos,64.5,64.5,64.5,True,True,7.5x8.6 = ?,0.000126
gemini-3.6-flash,2 dígitos,41.58,41.58,41.58,True,True,7.7x5.4 = ?,0.000135
