Nome_do_modelo,Operacao,Resultado_do_modelo,Resposta_bruta,Resultado_original,Acerto_da_operacao,Acerto_do_formato_de_resposta,Conta,custo_total
gemini-3.6-flash,3 dígitos,631464.0,631464,631464,True,True,664x951 = ?,0.000305
gemini-3.5-flash,3 dígitos,631464.0,631464,631464,True,True,664x951 = ?,0.00061
gemini-3.5-flash-lite,3 dígitos,631514.0,631514,631464,False,True,664x951 = ?,0.000153
gemini-3.1-flash-lite,3 dígitos,631464.0,631464,631464,True,True,664x951 = ?,0.000109
gemini-3.1-pro-preview,3 dígitos,631464.0,631464,631464,True,True,664x951 = ?,0.000876
gemini-3-flash-preview,3 dígitos,631464.0,631464,631464,True,True,664x951 = ?,0.000219
gemini-3.7-flash,3 dígitos,515910.0,515910,515910,True,True,870x593 = ?,0.000305
gemini-3.6-flash,3 dígitos,515910.0,515910,515910,True,True,870x593 = ?,0.000305
gemini-3.5-flash,3 dígitos,515910.0,515910,515910,True,True,870x593 = ?,0.00061
gemini-3.5-flash-lite,3 dígitos,515910.0,515910,515910,True,True,870x593 = ?,0.000153
gemini-3.1-flash-lite,3 dígitos,515910.0,515910,515910,True,True,870x593 = ?,0.000109
gemini-3.1-pro-preview,3 dígitos,515910.0,515910,515910,True,True,870x593 = ?,0.000876
gemini-3-flash-preview,3 dígitos,515910.0,515910,515910,True,True,870x593 = ?,0.000203
gemini-3.7-flash,3 dígitos,202824.0,202824,202824,True,True,324x626 = ?,0.000305
gemini-3.6-flash,3 dígitos,202824.0,202824,202824,True,True,324x626 = ?,0.000305
gemini-3.5-flash,3 dígitos,202824.0,202824,202824,True,True,324x626 = ?,0.000657
gemini-3.5-flash-lite,3 dígitos,202824.0,202824,202824,True,True,324x626 = ?,0.000153
gemini-3.1-flash-lite,3 dígitos,202824.0,202824,202824,True,True,324x626 = ?,0.000109
gemini-3.1-pro-preview,3 dígitos,202824.0,202824,202824,True,True,324x626 = ?,0.000876
gemini-3-flash-preview,3 dígitos,202824.0,202824,202824,True,True,324x626 = ?,0.000219
gemini-3.7-flash,3 dígitos,588826.0,588826,588826,True,True,614x959 = ?,0.000305
gemini-3.6-flash,3 dígitos,588826.0,588826,588826,True,True,614x959 = ?,0.000305
gemini-3.5-flash,3 dígitos,588826.0,588826,588826,True,True,614x959 = ?,0.000657
gemini-3.5-flash-lite,3 dígitos,588826.0,588826,588826,True,True,614x959 = ?,0.000153
gemini-3.1-flash-lite,3 dígitos,588826.0,588826,588826,True,True,614x959 = ?,0.000109
gemini-3.1-pro-preview,3 dígitos,588826.0,588826,588826,True,True,614x959 = ?,0.000876
gemini-3-flash-preview,3 dígitos,588826.0,588826,588826,True,True,614x959 = ?,0.000203
gemini-3.7-flash,3 dígitos,157508.0,157508,157508,True,True,466x338 = ?,0.000305
gemini-3.6-flash,3 dígitos,157508.0,157508,157508,True,True,466x338 = ?,0.000305
gemini-3.5-flash,3 dígitos,157508.0,157508,157508,True,True,466x338 = ?,0.000657
gemini-3.5-flash-lite,3 dígitos,157508.0,157508,157508,True,True,466x338 = ?,0.000153
gemini-3.1-flash-lite,3 dígitos,157508.0,157508,157508,True,True,466x338 = ?,0.000109
gemini-3.1-pro-preview,3 dígitos,157508.0,157508,157508,True,True,466x338 = ?,0.000814
gemini-3-flash-preview,3 dígitos,157508.0,157508,157508,True,True,466x338 = ?,0.000219
gemini-3.7-flash,3 dígitos,368244.0,368244,368244,True,True,772x477 = ?,0.000305
gemini-3.6-flash,3 dígitos,368244.0,368244,368244,True,True,772x477 = ?,0.000305
gemini-3.5-flash,3 dígitos,368244.0,368244,368244,True,True,772x477 = ?,0.000657
gemini-3.5-flash-lite,3 dígitos,368244.0,368244,368244,True,True,772x477 = ?,0.000153
gemini-3.1-flash-lite,3 dígitos,368244.0,368244,368244,True,True,772x477 = ?,0.000109
gemini-3.1-pro-preview,3 dígitos,368244.0,368244,368244,True,True,772x477 = ?,0.000876
gemini-3-flash-preview,3 dígitos,368244.0,368244,368244,True,True,772x477 = ?,0.000219
gemini-3.7-flash,3 dígitos,199432.0,199432,199432,True,True,388x514 = ?,0.000305
gemini-3.6-flash,3 dígitos,199432.0,199432,199432,True,True,388x514 = ?,0.000305
gemini-3.5-flash,3 dígitos,199432.0,199432,199432,True,True,388x514 = ?,0.000657
gemini-3.5-flash-lite,3 dígitos,199432.0,199432,199432,True,True,388x514 = ?,0.000153
gemini-3.1-flash-lite,3 dígitos,199432.0,199432,199432,True,True,388x514 = ?,0.000109
gemini-3.1-pro-preview,3 dígitos,199432.0,199432,199432,True,True,388x514 = ?,0.000876
gemini-3-flash-preview,3 dígitos,199432.0,199432,199432,True,True,388x514 = ?,0.000219
gemini-3.7-flash,3 dígitos,727285.0,727285,727285,True,True,871x835 = ?,0.000305
gemini-3.6-flash,3 dígitos,727285.0,727285,727285,True,True,871x835 = ?,0.000305
gemini-3.5-flash,3 dígitos,727285.0,727285,727285,True,True,871x835 = ?,0.000657
gemini-3.5-flash-lite,3 dígitos,727285.0,727285,727285,True,True,871x835 = ?,0.000153
gemini-3.1-flash-lite,3 dígitos,727285.0,727285,727285,True,True,871x835 = ?,0.000109
gemini-3.1-pro-preview,3 dígitos,727285.0,727285,727285,True,True,871x835 = ?,0.000876
gemini-3-flash-preview,3 dígitos,727285.0,727285,727285,True,True,871x835 = ?,0.000219
gemini-3.7-flash,3 dígitos,106227.0,106227,106227,True,True,333x319 = ?,0.000305
gemini-3.6-flash,3 dígitos,106227.0,106227,106227,True,True,333x319 = ?,0.000305
gemini-3.5-flash,3 dígitos,106227.0,106227,106227,True,True,333x319 = ?,0.000657
gemini-3.5-flash-lite,3 dígitos,106227.0,106227,106227,True,True,333x319 = ?,0.000153
gemini-3.1-flash-lite,3 dígitos,106227.0,106227,106227,True,True,333x319 = ?,0.000109
gemini-3.1-pro-preview,3 dígitos,106227.0,106227,106227,True,True,333x319 = ?,0.000876
gemini-3-flash-preview,3 dígitos,106227.0,106227,106227,True,True,333x319 = ?,0.000203
gemini-3.7-flash,3 dígitos,328609.0,328609,328609,True,True,347x947 = ?,0.000305
gemini-3.6-flash,3 dígitos,328609.0,328609,328609,True,True,347x947 = ?,0.000305
gemini-3.5-flash,3 dígitos,328609.0,328609,328609,True,True,347x947 = ?,0.00061
gemini-3.5-flash-lite,3 dígitos,328609.0,328609,328609,True,True,347x947 = ?,0.000153
gemini-3.1-flash-lite,3 dígitos,328609.0,328609,328609,True,True,347x947 = ?,0.000109
gemini-3.1-pro-preview,3 dígitos,328609.0,328609,328609,True,True,347x947 = ?,0.000876
gemini-3-flash-preview,3 dígitos,328609.0,328609,328609,True,True,347x947 = ?,0.000219
gemini-3.7-flash,3 dígitos,201880.0,201880,201880,True,True,980x206 = ?,0.000305
gemini-3.6-flash,3 dígitos,201880.0,201880,201880,True,True,980x206 = ?,0.000286
gemini-3.5-flash,3 dígitos,201880.0,201880,201880,True,True,980x206 = ?,0.000657
gemini-3.5-flash-lite,3 dígitos,201880.0,201880,201880,True,True,980x206 = ?,0.000153
gemini-3.1-flash-lite,3 dígitos,201880.0,201880,201880,True,True,980x206 = ?,0.000109
gemini-3.1-pro-preview,3 dígitos,201880.0,201880,201880,True,True,980x206 = ?,0.000876
gemini-3-flash-preview,3 dígitos,201880.0,201880,201880,True,True,980x206 = ?,0.000219
gemini-3.7-flash,4 dígitos,8703045.0,8703045,8703045,True,True,2755x3159 = ?,0.000332
gemini-3.6-flash,4 dígitos,8703045.0,8703045,8703045,True,True,2755x3159 = ?,0.000332
gemini-3.5-flash,4 dígitos,8703045.0,8703045,8703045,True,True,2755x3159 = ?,0.000718
gemini-3.5-flash-lite,4 dígitos,8703045.0,8703045,8703045,True,True,2755x3159 = ?,0.000169
gemini-3.1-flash-lite,4 dígitos,8703045.0,8703045,8703045,True,True,2755x3159 = ?,0.00012
gemini-3.1-pro-preview,4 dígitos,8703045.0,8703045,8703045,True,True,2755x3159 = ?,0.000958
gemini-3-flash-preview,4 dígitos,8703045.0,8703045,8703045,True,True,2755x3159 = ?,0.000239
gemini-3.7-flash,4 dígitos,9581079.0,9581079,9581079,True,True,2557x3747 = ?,0.000332
gemini-3.6-flash,4 dígitos,9581079.0,9581079,9581079,True,True,2557x3747 = ?,0.000332
gemini-3.5-flash,4 dígitos,9581079.0,9581079,9581079,True,True,2557x3747 = ?,0.000672
gemini-3.5-flash-lite,4 dígitos,9580979.0,9580979,9581079,False,True,2557x3747 = ?,0.000169
gemini-3.1-flash-lite,4 dígitos,9581079.0,9581079,9581079,True,True,2557x3747 = ?,0.00012
gemini-3.1-pro-preview,4 dígitos,9581079.0,9581079,9581079,True,True,2557x3747 = ?,0.000896
gemini-3-flash-preview,4 dígitos,9581079.0,9581079,9581079,True,True,2557x3747 = ?,0.000239
gemini-3.7-flash,4 dígitos,41033538.0,41033538,41033538,True,True,7943x5166 = ?,0.000351
gemini-3.6-flash,4 dígitos,41033538.0,41033538,41033538,True,True,7943x5166 = ?,0.000351
gemini-3.5-flash,4 dígitos,41033538.0,41033538,41033538,True,True,7943x5166 = ?,0.000765
gemini-3.5-flash-lite,4 dígitos,41033638.0,41033638,41033538,False,True,7943x5166 = ?,0.000182
gemini-3.1-flash-lite,4 dígitos,41033538.0,41033538,41033538,True,True,7943x5166 = ?,0.000127
gemini-3.1-pro-preview,4 dígitos,41033538.0,41033538,41033538,True,True,7943x5166 = ?,0.00102
gemini-3-flash-preview,4 dígitos,41033538.0,41033538,41033538,True,True,7943x5166 = ?,0.000255
gemini-3.7-flash,4 dígitos,32950313.0,32950313,32950313,True,True,7733x4261 = ?,0.000351
gemini-3.6-flash,4 dígitos,32950313.0,32950313,32950313,True,True,7733x4261 = ?,0.000351
gemini-3.5-flash,4 dígitos,32950313.0,32950313,32950313,True,True,7733x4261 = ?,0.000765
gemini-3.5-flash-lite,4 dígitos,32946313.0,32946313,32950313,False,True,7733x4261 = ?,0.000182
gemini-3.1-flash-lite,4 dígitos,32951313.0,32951313,32950313,False,True,7733x4261 = ?,0.000127
gemini-3.1-pro-preview,4 dígitos,32950313.0,32950313,32950313,True,True,7733x4261 = ?,0.00102
gemini-3-flash-preview,4 dígitos,32950313.0,32950313,32950313,True,True,7733x4261 = ?,0.000255
gemini-3.7-flash,4 dígitos,44804096.0,44804096,44804096,True,True,5344x8384 = ?,0.000351
gemini-3.6-flash,4 dígitos,44804096.0,44804096,44804096,True,True,5344x8384 = ?,0.000351
gemini-3.5-flash,4 dígitos,44804096.0,44804096,44804096,True,True,5344x8384 = ?,0.000765
gemini-3.5-flash-lite,4 dígitos,44804352.0,44804352,44804096,False,True,5344x8384 = ?,0.000182
gemini-3.1-flash-lite,4 dígitos,44804096.0,44804096,44804096,True,True,5344x8384 = ?,0.000127
gemini-3.1-pro-preview,4 dígitos,44804096.0,44804096,44804096,True,True,5344x8384 = ?,0.00102
gemini-3-flash-preview,4 dígitos,44804096.0,44804096,44804096,True,True,5344x8384 = ?,0.000255
gemini-3.7-flash,4 dígitos,4363720.0,4363720,4363720,True,True,4295x1016 = ?,0.000332
gemini-3.6-flash,4 dígitos,4363720.0,4363720,4363720,True,True,4295x1016 = ?,0.000332
gemini-3.5-flash,4 dígitos,4363720.0,4363720,4363720,True,True,4295x1016 = ?,0.000718
gemini-3.5-flash-lite,4 dígitos,4363720.0,4363720,4363720,True,True,4295x1016 = ?,0.000169
gemini-3.1-flash-lite,4 dígitos,4363720.0,4363720,4363720,True,True,4295x1016 = ?,0.00012
gemini-3.1-pro-preview,4 dígitos,4363720.0,4363720,4363720,True,True,4295x1016 = ?,0.000958
gemini-3-flash-preview,4 dígitos,4363720.0,4363720,4363720,True,True,4295x1016 = ?,0.000239
gemini-3.7-flash,4 dígitos,26013330.0,26013330,26013330,True,True,6594x3945 = ?,0.000351
gemini-3.6-flash,4 dígitos,26013330.0,26013330,26013330,True,True,6594x3945 = ?,0.000351
gemini-3.5-flash,4 dígitos,26013330.0,26013330,26013330,True,True,6594x3945 = ?,0.000765
gemini-3.5-flash-lite,4 dígitos,26013330.0,26013330,26013330,True,True,6594x3945 = ?,0.000182
gemini-3.1-flash-lite,4 dígitos,26015330.0,26015330,26013330,False,True,6594x3945 = ?,0.000127
gemini-3.1-pro-preview,4 dígitos,26013330.0,26013330,26013330,True,True,6594x3945 = ?,0.00102
gemini-3-flash-preview,4 dígitos,26013330.0,26013330,26013330,True,True,6594x3945 = ?,0.000255
gemini-3.7-flash,4 dígitos,20897955.0,20897955,20897955,True,True,6255x3341 = ?,0.000351
gemini-3.6-flash,4 dígitos,20897955.0,20897955,20897955,True,True,6255x3341 = ?,0.000351
gemini-3.5-flash,4 dígitos,20897955.0,20897955,20897955,True,True,6255x3341 = ?,0.000765
gemini-3.5-flash-lite,4 dígitos,20899955.0,20899955,20897955,False,True,6255x3341 = ?,0.000182
gemini-3.1-flash-lite,4 dígitos,20900005.0,20900005,20897955,False,True,6255x3341 = ?,0.000127
gemini-3.1-pro-preview,4 dígitos,20897955.0,20897955,20897955,True,True,6255x3341 = ?,0.00102
gemini-3-flash-preview,4 dígitos,20897955.0,20897955,20897955,True,True,6255x3341 = ?,0.000255
gemini-3.7-flash,4 dígitos,28917864.0,28917864,28917864,True,True,4839x5976 = ?,0.000351
gemini-3.6-flash,4 dígitos,28917864.0,28917864,28917864,True,True,4839x5976 = ?,0.000351
gemini-3.5-flash,4 dígitos,28917864.0,28917864,28917864,True,True,4839x5976 = ?,0.000765
gemini-3.5-flash-lite,4 dígitos,28921964.0,28921964,28917864,False,True,4839x5976 = ?,0.000182
gemini-3.1-flash-lite,4 dígitos,28917864.0,28917864,28917864,True,True,4839x5976 = ?,0.000127
gemini-3.1-pro-preview,4 dígitos,28917864.0,28917864,28917864,True,True,4839x5976 = ?,0.00102
gemini-3-flash-preview,4 dígitos,28917864.0,28917864,28917864,True,True,4839x5976 = ?,0.000255
gemini-3.7-flash,4 dígitos,10609428.0,10609428,10609428,True,True,1191x8908 = ?,0.000351
gemini-3.6-flash,4 dígitos,10609428.0,10609428,10609428,True,True,1191x8908 = ?,0.000351
gemini-3.5-flash,4 dígitos,10609428.0,10609428,10609428,True,True,1191x8908 = ?,0.000765
gemini-3.5-flash-lite,4 dígitos,10609428.0,10609428,10609428,True,True,1191x8908 = ?,0.000182
gemini-3.1-flash-lite,4 dígitos,10609428.0,10609428,10609428,True,True,1191x8908 = ?,0.000127
gemini-3.1-pro-preview,4 dígitos,10609428.0,10609428,10609428,True,True,1191x8908 = ?,0.00102
gemini-3-flash-preview,4 dígitos,10609428.0,10609428,10609428,True,True,1191x8908 = ?,0.000255
gemini-3.7-flash,4 dígitos,18894690.0,18894690,18894690,True,True,8454x2235 = ?,0.000351
gemini-3.6-flash,4 dígitos,18894690.0,18894690,18894690,True,True,8454x2235 = ?,0.000351
gemini-3.5-flash,4 dígitos,18894690.0,18894690,18894690,True,True,8454x2235 = ?,0.000765
gemini-3.5-flash-lite,4 dígitos,18894690.0,18894690,18894690,True,True,8454x2235 = ?,0.000182
gemini-3.1-flash-lite,4 dígitos,18894690.0,18894690,18894690,True,True,8454x2235 = ?,0.000127
gemini-3.1-pro-preview,4 dígitos,18894690.0,18894690,18894690,True,True,8454x2235 = ?,0.00102
gemini-3-flash-preview,4 dígitos,18894690.0,18894690,18894690,True,True,8454x2235 = ?,0.000255
gemini-3.7-flash,4 dígitos,3835398.0,3835398,3835398,True,True,1113x3446 = ?,0.000332
gemini-3.6-flash,4 dígitos,3835398.0,3835398,3835398,True,True,1113x3446 = ?,0.000332
gemini-3.5-flash,4 dígitos,3835398.0,3835398,3835398,True,True,1113x3446 = ?,0.000718
gemini-3.5-flash-lite,4 dígitos,3835398.0,3835398,3835398,True,True,1113x3446 = ?,0.000169
gemini-3.1-flash-lite,4 dígitos,3835398.0,3835398,3835398,True,True,1113x3446 = ?,0.00012
gemini-3.1-pro-preview,4 dígitos,3835398.0,3835398,3835398,True,True,1113x3446 = ?,0.000958
gemini-3-flash-preview,4 dígitos,3835398.0,3835398,3835398,True,True,1113x3446 = ?,0.000239
gemini-3.7-flash,4 dígitos,74670336.0,74670336,74670336,True,True,8864x8424 = ?,0.000351
gemini-3.6-flash,4 dígitos,74670336.0,74670336,74670336,True,True,8864x8424 = ?,0.000351
gemini-3.5-flash,4 dígitos,74670336.0,74670336,74670336,True,True,8864x8424 = ?,0.000765
gemini-3.5-flash-lite,4 dígitos,74665536.0,74665536,74670336,False,True,8864x8424 = ?,0.000182
gemini-3.1-flash-lite,4 dígitos,74671936.0,74671936,74670336,False,True,8864x8424 = ?,0.000127
gemini-3.1-pro-preview,4 dígitos,74670336.0,74670336,74670336,True,True,8864x8424 = ?,0.00102
gemini-3-flash-preview,4 dígitos,74670336.0,74670336,74670336,True,True,8864x8424 = ?,0.000255
gemini-3.7-flash,4 dígitos,33643625.0,33643625,33643625,True,True,9281x3625 = ?,0.000351
gemini-3.6-flash,4 dígitos,33643625.0,33643625,33643625,True,True,9281x3625 = ?,0.000351
gemini-3.5-flash,4 dígitos,33643625.0,33643625,33643625,True,True,9281x3625 = ?,0.000765
gemini-3.5-flash-lite,4 dígitos,33643625.0,33643625,33643625,True,True,9281x3625 = ?,0.000182
gemini-3.1-flash-lite,4 dígitos,33643625.0,33643625,33643625,True,True,9281x3625 = ?,0.000127
gemini-3.1-pro-preview,4 dígitos,33643625.0,33643625,33643625,True,True,9281x3625 = ?,0.00102
gemini-3-flash-preview,4 dígitos,33643625.0,33643625,33643625,True,True,9281x3625 = ?,0.000255
gemini-3.7-flash,4 dígitos,32164116.0,32164116,32164116,True,True,6397x5028 = ?,0.000351
gemini-3.6-flash,4 dígitos,32164116.0,32164116,32164116,True,True,6397x5028 = ?,0.000351
gemini-3.5-flash,4 dígitos,32164116.0,32164116,32164116,True,True,6397x5028 = ?,0.000765
gemini-3.5-flash-lite,4 dígitos,32163916.0,32163916,32164116,False,True,6397x5028 = ?,0.000182
gemini-3.1-flash-lite,4 dígitos,32164316.0,32164316,32164116,False,True,6397x5028 = ?,0.000127
gemini-3.1-pro-preview,4 dígitos,32164116.0,32164116,32164116,True,True,6397x5028 = ?,0.00102
gemini-3-flash-preview,4 dígitos,32164116.0,32164116,32164116,True,True,6397x5028 = ?,0.000255
gemini-3.7-flash,4 dígitos,40235404.0,40235404,40235404,True,True,7139x5636 = ?,0.000351
gemini-3.6-flash,4 dígitos,40235404.0,40235404,40235404,True,True,7139x5636 = ?,0.000351
gemini-3.5-flash,4 dígitos,40235404.0,40235404,40235404,True,True,7139x5636 = ?,0.000765
gemini-3.5-flash-lite,4 dígitos,40237404.0,40237404,40235404,False,True,7139x5636 = ?,0.000182
gemini-3.1-flash-lite,4 dígitos,40235404.0,40235404,40235404,True,True,7139x5636 = ?,0.000127
gemini-3.1-pro-preview,4 dígitos,40235404.0,40235404,40235404,True,True,7139x5636 = ?,0.00102
gemini-3-flash-preview,4 dígitos,40235404.0,40235404,40235404,True,True,7139x5636 = ?,0.000255
gemini-3.7-flash,4 dígitos,24159168.0,24159168,24159168,True,True,5904x4092 = ?,0.000351
gemini-3.6-flash,4 dígitos,24159168.0,24159168,24159168,True,True,5904x4092 = ?,0.000351
gemini-3.5-flash,4 dígitos,24159168.0,24159168,24159168,True,True,5904x4092 = ?,0.000765
gemini-3.5-flash-lite,4 dígitos,24161168.0,24161168,24159168,False,True,5904x4092 = ?,0.000182
gemini-3.1-flash-lite,4 dígitos,24161168.0,24161168,24159168,False,True,5904x4092 = ?,0.000127
gemini-3.1-pro-preview,4 dígitos,24159168.0,24159168,24159168,True,True,5904x4092 = ?,0.00102
gemini-3-flash-preview,4 dígitos,24159168.0,24159168,24159168,True,True,5904x4092 = ?,0.000255
gemini-3.7-flash,4 dígitos,52164160.0,52164160,52164160,True,True,7582x6880 = ?,0.000351
gemini-3.6-flash,4 dígitos,52164160.0,52164160,52164160,True,True,7582x6880 = ?,0.000351
gemini-3.5-flash,4 dígitos,52164160.0,52164160,52164160,True,True,7582x6880 = ?,0.000765
gemini-3.5-flash-lite,4 dígitos,52164160.0,52164160,52164160,True,True,7582x6880 = ?,0.000182
gemini-3.1-flash-lite,4 dígitos,52164160.0,52164160,52164160,True,True,7582x6880 = ?,0.000127
gemini-3.1-pro-preview,4 dígitos,52164160.0,52164160,52164160,True,True,7582x6880 = ?,0.00102
gemini-3-flash-preview,4 dígitos,52164160.0,52164160,52164160,True,True,7582x6880 = ?,0.000255
gemini-3.7-flash,4 dígitos,50129370.0,50129370,50129370,True,True,5703x8790 = ?,0.000351
gemini-3.6-flash,4 dígitos,50129370.0,50129370,50129370,True,True,5703x8790 = ?,0.000351
gemini-3.5-flash,4 dígitos,50129370.0,50129370,50129370,True,True,5703x8790 = ?,0.000765
gemini-3.5-flash-lite,4 dígitos,50139370.0,50139370,50129370,False,True,5703x8790 = ?,0.000182
gemini-3.1-flash-lite,4 dígitos,50139370.0,50139370,50129370,False,True,5703x8790 = ?,0.000127
gemini-3.1-pro-preview,4 dígitos,50129370.0,50129370,50129370,True,True,5703x8790 = ?,0.00102
gemini-3-flash-preview,4 dígitos,50129370.0,50129370,50129370,True,True,5703x8790 = ?,0.000255
gemini-3.7-flash,4 dígitos,34093327.0,34093327,34093327,True,True,3599x9473 = ?,0.000351
gemini-3.6-flash,4 dígitos,34093327.0,34093327,34093327,True,True,3599x9473 = ?,0.000351
gemini-3.5-flash,4 dígitos,34093327.0,34093327,34093327,True,True,3599x9473 = ?,0.000765
gemini-3.5-flash-lite,4 dígitos,34094127.0,34094127,34093327,False,True,3599x9473 = ?,0.000182
gemini-3.1-flash-lite,4 dígitos,34093427.0,34093427,34093327,False,True,3599x9473 = ?,0.000127
gemini-3.1-pro-preview,4 dígitos,34093327.0,34093327,34093327,True,True,3599x9473 = ?,0.00102
gemini-3-flash-preview,4 dígitos,34093327.0,34093327,34093327,True,True,3599x9473 = ?,0.000255
gemini-3.7-flash,4 dígitos,14155617.0,14155617,14155617,True,True,1687x8391 = ?,0.000351
gemini-3.6-flash,4 dígitos,14155617.0,14155617,14155617,True,True,1687x8391 = ?,0.000351
gemini-3.5-flash,4 dígitos,14155617.0,14155617,14155617,True,True,1687x8391 = ?,0.000765
gemini-3.5-flash-lite,4 dígitos,14156617.0,14156617,14155617,False,True,1687x8391 = ?,0.000182
gemini-3.1-flash-lite,4 dígitos,14155517.0,14155517,14155617,False,True,1687x8391 = ?,0.000127
gemini-3.1-pro-preview,4 dígitos,14155617.0,14155617,14155617,True,True,1687x8391 = ?,0.00102
gemini-3-flash-preview,4 dígitos,14155617.0,14155617,14155617,True,True,1687x8391 = ?,0.000255
gemini-3.7-flash,4 dígitos,16144800.0,16144800,16144800,True,True,7688x2100 = ?,0.000351
gemini-3.6-flash,4 dígitos,16144800.0,16144800,16144800,True,True,7688x2100 = ?,0.000351
gemini-3.5-flash,4 dígitos,16144800.0,16144800,16144800,True,True,7688x2100 = ?,0.000765
gemini-3.5-flash-lite,4 dígitos,16144800.0,16144800,16144800,True,True,7688x2100 = ?,0.000182
gemini-3.1-flash-lite,4 dígitos,16144800.0,16144800,16144800,True,True,7688x2100 = ?,0.000127
gemini-3.1-pro-preview,4 dígitos,16144800.0,16144800,16144800,True,True,7688x2100 = ?,0.00102
gemini-3-flash-preview,4 dígitos,16144800.0,16144800,16144800,True,True,7688x2100 = ?,0.000255
gemini-3.7-flash,4 dígitos,27751945.0,27751945,27751945,True,True,7085x3917 = ?,0.000351
gemini-3.6-flash,4 dígitos,27751945.0,27751945,27751945,True,True,7085x3917 = ?,0.000351
gemini-3.5-flash,4 dígitos,27751945.0,27751945,27751945,True,True,7085x3917 = ?,0.000765
gemini-3.5-flash-lite,4 dígitos,27751945.0,27751945,27751945,True,True,7085x3917 = ?,0.000182
gemini-3.1-flash-lite,4 dígitos,27752045.0,27752045,27751945,False,True,7085x3917 = ?,0.000127
gemini-3.1-pro-preview,4 dígitos,27751945.0,27751945,27751945,True,True,7085x3917 = ?,0.00102
gemini-3-flash-preview,4 dígitos,27751945.0,27751945,27751945,True,True,7085x3917 = ?,0.000255
gemini-3.7-flash,4 dígitos,14171278.0,14171278,14171278,True,True,3751x3778 = ?,0.000351
gemini-3.6-flash,4 dígitos,14171278.0,14171278,14171278,True,True,3751x3778 = ?,0.000351
gemini-3.5-flash,4 dígitos,14171278.0,14171278,14171278,True,True,3751x3778 = ?,0.000765
gemini-3.5-flash-lite,4 dígitos,14173278.0,14173278,14171278,False,True,3751x3778 = ?,0.000182
gemini-3.1-flash-lite,4 dígitos,14173278.0,14173278,14171278,False,True,3751x3778 = ?,0.000127
gemini-3.1-pro-preview,4 dígitos,14171278.0,14171278,14171278,True,True,3751x3778 = ?,0.00102
gemini-3-flash-preview,4 dígitos,14171278.0,14171278,14171278,True,True,3751x3778 = ?,0.000255
gemini-3.7-flash,4 dígitos,40264479.0,40264479,40264479,True,True,9423x4273 = ?,0.000351
gemini-3.6-flash,4 dígitos,40264479.0,40264479,40264479,True,True,9423x4273 = ?,0.000351
gemini-3.5-flash,4 dígitos,40264479.0,40264479,40264479,True,True,9423x4273 = ?,0.000765
gemini-3.5-flash-lite,4 dígitos,40266479.0,40266479,40264479,False,True,9423x4273 = ?,0.000182
gemini-3.1-flash-lite,4 dígitos,40266479.0,40266479,40264479,False,True,9423x4273 = ?,0.000127
gemini-3.1-pro-preview,4 dígitos,40264479.0,40264479,40264479,True,True,9423x4273 = ?,0.00102
gemini-3-flash-preview,4 dígitos,40264479.0,40264479,40264479,True,True,9423x4273 = ?,0.000255
gemini-3.7-flash,4 dígitos,19896604.0,19896604,19896604,True,True,2326x8554 = ?,0.000351
gemini-3.6-flash,4 dígitos,19896604.0,19896604,19896604,True,True,2326x8554 = ?,0.000351
gemini-3.5-flash,4 dígitos,19896604.0,19896604,19896604,True,True,2326x8554 = ?,0.000765
gemini-3.5-flash-lite,4 dígitos,19896604.0,19896604,19896604,True,True,2326x8554 = ?,0.000182
gemini-3.1-flash-lite,4 dígitos,19896604.0,19896604,19896604,True,True,2326x8554 = ?,0.000127
gemini-3.1-pro-preview,4 dígitos,19896604.0,19896604,19896604,True,True,2326x8554 = ?,0.00102
gemini-3-flash-preview,4 dígitos,19896604.0,19896604,19896604,True,True,2326x8554 = ?,0.000255
gemini-3.7-flash,4 dígitos,14658397.0,14658397,14658397,True,True,4121x3557 = ?,0.000351
gemini-3.6-flash,4 dígitos,14658397.0,14658397,14658397,True,True,4121x3557 = ?,0.000351
gemini-3.5-flash,4 dígitos,14658397.0,14658397,14658397,True,True,4121x3557 = ?,0.000765
gemini-3.5-flash-lite,4 dígitos,14659397.0,14659397,14658397,False,True,4121x3557 = ?,0.000182
gemini-3.1-flash-lite,4 dígitos,14658397.0,14658397,14658397,True,True,4121x3557 = ?,0.000127
gemini-3.1-pro-preview,4 dígitos,14658397.0,14658397,14658397,True,True,4121x3557 = ?,0.00102
gemini-3-flash-preview,4 dígitos,14658397.0,14658397,14658397,True,True,4121x3557 = ?,0.000255
gemini-3.7-flash,4 dígitos,49924336.0,49924336,49924336,True,True,6616x7546 = ?,0.000351
gemini-3.6-flash,4 dígitos,49924336.0,49924336,49924336,True,True,6616x7546 = ?,0.000351
gemini-3.5-flash,4 dígitos,49924336.0,49924336,49924336,True,True,6616x7546 = ?,0.000765
gemini-3.5-flash-lite,4 dígitos,49926336.0,49926336,49924336,False,True,6616x7546 = ?,0.000182
gemini-3.1-flash-lite,4 dígitos,49926336.0,49926336,49924336,False,True,6616x7546 = ?,0.000127
gemini-3.1-pro-preview,4 dígitos,49924336.0,49924336,49924336,True,True,6616x7546 = ?,0.00102
gemini-3-flash-preview,4 dígitos,49924336.0,49924336,49924336,True,True,6616x7546 = ?,0.000255
