Nome do modelo,Operacao,Resultado bruto do modelo,Resultado original,Acerto da operacao,Acerto do formato de resposta,Conta,Custo total,Custo de input tokens,Custo de output tokens,Custo de reasoning tokens,Quantidade de reasoning tokens gerados,Nome_do_modelo,Resultado_do_modelo,Resposta_bruta,Acerto_da_operacao,Acerto_do_formato_de_resposta,custo_total
gemini-3.7-flash,2 dígitos,83,83,True,True,57+26 = ?,0.002781,0.000155,0.002627,0.002588,134,gemini-3.7-flash,83,83,True,True,0.002781
gemini-3.7-flash,10 dígitos,11105220172,11105220172,True,True,1658524665+9446695507 = ?,0.0119,0.000216,0.011684,0.011472,594,gemini-3.7-flash,11105220172,11105220172,True,True,0.0119
gemini-3.7-flash,3 dígitos,1171,1171,True,True,440+731 = ?,0.003426,0.000162,0.003264,0.003187,165,gemini-3.7-flash,1171,1171,True,True,0.003426
gemini-3.7-flash,6 dígitos,1385676,1385676,True,True,782237+603439 = ?,0.006925,0.000185,0.00674,0.006605,342,gemini-3.7-flash,1385676,1385676,True,True,0.006925
gemini-3.7-flash,9 dígitos,1048545014,1048545014,True,True,408361757+640183257 = ?,0.006369,0.000209,0.006161,0.005968,309,gemini-3.7-flash,1048545014,1048545014,True,True,0.006369
gemini-3.7-flash,6 dígitos,882628,882628,True,True,558878+323750 = ?,0.004029,0.000185,0.003843,0.003727,193,gemini-3.7-flash,882628,882628,True,True,0.004029
gemini-3.7-flash,10 dígitos,10516841232,10516841232,True,True,8394879275+2121961957 = ?,0.010471,0.000216,0.010255,0.010043,520,gemini-3.7-flash,10516841232,10516841232,True,True,0.010471
gemini-3.7-flash,7 dígitos,7358265,7358265,True,True,5504217+1854048 = ?,0.005968,0.000193,0.005774,0.005639,292,gemini-3.7-flash,7358265,7358265,True,True,0.005968
gemini-3.7-flash,10 dígitos,7683504213,7683504213,True,True,4038256994+3645247219 = ?,0.006744,0.000216,0.006528,0.006335,328,gemini-3.7-flash,7683504213,7683504213,True,True,0.006744
gemini-3.7-flash,4 dígitos,8393,8393,True,True,6088+2305 = ?,0.003801,0.00017,0.003631,0.003554,184,gemini-3.7-flash,8393,8393,True,True,0.003801
gemini-3.7-flash,6 dígitos,1004095,1004095,True,True,497537+506558 = ?,0.004183,0.000185,0.003998,0.003863,200,gemini-3.7-flash,1004095,1004095,True,True,0.004183
gemini-3.7-flash,3 dígitos,612,612,True,True,315+297 = ?,0.002499,0.000162,0.002337,0.002279,118,gemini-3.7-flash,612,612,True,True,0.002499
gemini-3.7-flash,5 dígitos,86357,86357,True,True,16546+69811 = ?,0.00292,0.000178,0.002742,0.002646,137,gemini-3.7-flash,86357,86357,True,True,0.00292
gemini-3.7-flash,10 dígitos,15185365480,15185365480,True,True,9931395266+5253970214 = ?,0.015068,0.000216,0.014851,0.014639,758,gemini-3.7-flash,15185365480,15185365480,True,True,0.015068
gemini-3.7-flash,8 dígitos,76437243,76437243,True,True,60751256+15685987 = ?,0.009587,0.000201,0.009386,0.009231,478,gemini-3.7-flash,76437243,76437243,True,True,0.009587
gemini-3.7-flash,8 dígitos,132490245,132490245,True,True,36264177+96226068 = ?,0.007945,0.000201,0.007744,0.00757,392,gemini-3.7-flash,132490245,132490245,True,True,0.007945
gemini-3.7-flash,7 dígitos,7103456,7103456,True,True,3514455+3589001 = ?,0.005118,0.000193,0.004925,0.00479,248,gemini-3.7-flash,7103456,7103456,True,True,0.005118
gemini-3.7-flash,7 dígitos,12745485,12745485,True,True,3593657+9151828 = ?,0.004867,0.000193,0.004674,0.004519,234,gemini-3.7-flash,12745485,12745485,True,True,0.004867
gemini-3.7-flash,2 dígitos,40,40,True,True,16+24 = ?,0.002511,0.000155,0.002356,0.002318,120,gemini-3.7-flash,40,40,True,True,0.002511
gemini-3.7-flash,3 dígitos,736,736,True,True,176+560 = ?,0.002248,0.000162,0.002086,0.002028,105,gemini-3.7-flash,736,736,True,True,0.002248
gemini-3.7-flash,10 dígitos,6727242790,6727242790,True,True,3306275503+3420967287 = ?,0.014218,0.000216,0.014002,0.013808,715,gemini-3.7-flash,6727242790,6727242790,True,True,0.014218
gemini-3.7-flash,4 dígitos,5847,5847,True,True,4393+1454 = ?,0.003125,0.00017,0.002955,0.002878,149,gemini-3.7-flash,5847,5847,True,True,0.003125
gemini-3.7-flash,6 dígitos,1208764,1208764,True,True,364627+844137 = ?,0.004724,0.000185,0.004538,0.004403,228,gemini-3.7-flash,1208764,1208764,True,True,0.004724
gemini-3.7-flash,7 dígitos,6413405,6413405,True,True,3396666+3016739 = ?,0.005523,0.000193,0.00533,0.005195,269,gemini-3.7-flash,6413405,6413405,True,True,0.005523
gemini-3.7-flash,10 dígitos,12418349220,12418349220,True,True,8902760845+3515588375 = ?,0.014836,0.000216,0.01462,0.014407,746,gemini-3.7-flash,12418349220,12418349220,True,True,0.014836
gemini-3.7-flash,2 dígitos,125,125,True,True,66+59 = ?,0.002897,0.000155,0.002742,0.002684,139,gemini-3.7-flash,125,125,True,True,0.002897
gemini-3.7-flash,10 dígitos,9606587523,9606587523,True,True,7858213288+1748374235 = ?,0.009042,0.000216,0.008826,0.008633,447,gemini-3.7-flash,9606587523,9606587523,True,True,0.009042
gemini-3.7-flash,10 dígitos,10897010831,10897010831,True,True,7522188321+3374822510 = ?,0.010471,0.000216,0.010255,0.010043,520,gemini-3.7-flash,10897010831,10897010831,True,True,0.010471
gemini-3.7-flash,4 dígitos,11181,11181,True,True,8587+2594 = ?,0.001425,0.00017,0.001255,0.001159,60,gemini-3.7-flash,11181,11181,True,True,0.001425
gemini-3.7-flash,9 dígitos,1297085622,1297085622,True,True,621546983+675538639 = ?,0.019096,0.000209,0.018888,0.018695,968,gemini-3.7-flash,1297085622,1297085622,True,True,0.019096
gemini-3.7-flash,4 dígitos,12304,12304,True,True,3191+9113 = ?,0.003434,0.00017,0.003264,0.003167,164,gemini-3.7-flash,12304,12304,True,True,0.003434
gemini-3.7-flash,4 dígitos,18810,18810,True,True,9485+9325 = ?,0.003801,0.00017,0.003631,0.003534,183,gemini-3.7-flash,18810,18810,True,True,0.003801
gemini-3.7-flash,6 dígitos,748024,748024,True,True,295736+452288 = ?,0.004647,0.000185,0.004461,0.004345,225,gemini-3.7-flash,748024,748024,True,True,0.004647
gemini-3.7-flash,2 dígitos,85,85,True,True,37+48 = ?,0.001333,0.000155,0.001178,0.001139,59,gemini-3.7-flash,85,85,True,True,0.001333
gemini-3.7-flash,9 dígitos,1495543045,1495543045,True,True,609695763+885847282 = ?,0.006833,0.000209,0.006624,0.006431,333,gemini-3.7-flash,1495543045,1495543045,True,True,0.006833
gemini-3.7-flash,7 dígitos,11034149,11034149,True,True,5546306+5487843 = ?,0.005214,0.000193,0.005021,0.004867,252,gemini-3.7-flash,11034149,11034149,True,True,0.005214
gemini-3.7-flash,5 dígitos,115999,115999,True,True,50159+65840 = ?,0.002978,0.000178,0.0028,0.002684,139,gemini-3.7-flash,115999,115999,True,True,0.002978
gemini-3.7-flash,2 dígitos,91,91,True,True,56+35 = ?,0.00253,0.000155,0.002375,0.002337,121,gemini-3.7-flash,91,91,True,True,0.00253
gemini-3.7-flash,10 dígitos,8816716939,8816716939,True,True,5761982305+3054734634 = ?,0.009023,0.000216,0.008807,0.008613,446,gemini-3.7-flash,8816716939,8816716939,True,True,0.009023
gemini-3.7-flash,2 dígitos,103,103,True,True,76+27 = ?,0.003051,0.000155,0.002897,0.002839,147,gemini-3.7-flash,103,103,True,True,0.003051
gemini-3.7-flash,3 dígitos,1639,1639,True,True,652+987 = ?,0.004604,0.000162,0.004442,0.004365,226,gemini-3.7-flash,1639,1639,True,True,0.004604
gemini-3.7-flash,10 dígitos,16412075314,16412075314,True,True,9650819573+6761255741 = ?,0.018949,0.000216,0.018733,0.018521,959,gemini-3.7-flash,16412075314,16412075314,True,True,0.018949
gemini-3.7-flash,2 dígitos,100,100,True,True,65+35 = ?,0.002433,0.000155,0.002279,0.002221,115,gemini-3.7-flash,100,100,True,True,0.002433
gemini-3.7-flash,6 dígitos,1558455,1558455,True,True,701911+856544 = ?,0.002966,0.000185,0.002781,0.002646,137,gemini-3.7-flash,1558455,1558455,True,True,0.002966
gemini-3.7-flash,8 dígitos,35077818,35077818,True,True,10606480+24471338 = ?,0.008273,0.000201,0.008073,0.007918,410,gemini-3.7-flash,35077818,35077818,True,True,0.008273
gemini-3.7-flash,2 dígitos,142,142,True,True,65+77 = ?,0.002955,0.000155,0.0028,0.002742,142,gemini-3.7-flash,142,142,True,True,0.002955
gemini-3.7-flash,6 dígitos,1580651,1580651,True,True,735844+844807 = ?,0.004994,0.000185,0.004809,0.004674,242,gemini-3.7-flash,1580651,1580651,True,True,0.004994
gemini-3.7-flash,4 dígitos,9455,9455,True,True,6660+2795 = ?,0.00241,0.00017,0.00224,0.002163,112,gemini-3.7-flash,9455,9455,True,True,0.00241
gemini-3.7-flash,2 dígitos,121,121,True,True,97+24 = ?,0.00282,0.000155,0.002665,0.002607,135,gemini-3.7-flash,121,121,True,True,0.00282
gemini-3.7-flash,8 dígitos,148321275,148321275,True,True,58704749+89616526 = ?,0.009046,0.000201,0.008845,0.008671,449,gemini-3.7-flash,148321275,148321275,True,True,0.009046
gemini-3.7-flash,2 dígitos,115,115,True,True,61+54 = ?,0.002395,0.000155,0.00224,0.002182,113,gemini-3.7-flash,115,115,True,True,0.002395
gemini-3.7-flash,5 dígitos,48828,48828,True,True,19666+29162 = ?,0.003268,0.000178,0.00309,0.002993,155,gemini-3.7-flash,48828,48828,True,True,0.003268
gemini-3.7-flash,5 dígitos,85108,85108,True,True,12425+72683 = ?,0.003403,0.000178,0.003225,0.003129,162,gemini-3.7-flash,85108,85108,True,True,0.003403
gemini-3.7-flash,5 dígitos,54832,54832,True,True,23838+30994 = ?,0.003132,0.000178,0.002955,0.002858,148,gemini-3.7-flash,54832,54832,True,True,0.003132
gemini-3.7-flash,5 dígitos,77967,77967,True,True,62991+14976 = ?,0.003345,0.000178,0.003167,0.003071,159,gemini-3.7-flash,77967,77967,True,True,0.003345
gemini-3.7-flash,6 dígitos,1142632,1142632,True,True,582231+560401 = ?,0.003662,0.000185,0.003476,0.003341,173,gemini-3.7-flash,1142632,1142632,True,True,0.003662
gemini-3.7-flash,8 dígitos,88820982,88820982,True,True,10468780+78352202 = ?,0.004121,0.000201,0.00392,0.003766,195,gemini-3.7-flash,88820982,88820982,True,True,0.004121
gemini-3.7-flash,6 dígitos,1614134,1614134,True,True,993647+620487 = ?,0.005226,0.000185,0.005041,0.004905,254,gemini-3.7-flash,1614134,1614134,True,True,0.005226
gemini-3.7-flash,10 dígitos,11430883494,11430883494,True,True,7234017396+4196866098 = ?,0.015338,0.000216,0.015122,0.014909,772,gemini-3.7-flash,11430883494,11430883494,True,True,0.015338
gemini-3.7-flash,7 dígitos,4410269,4410269,True,True,1895640+2514629 = ?,0.006875,0.000193,0.006682,0.006547,339,gemini-3.7-flash,4410269,4410269,True,True,0.006875
gemini-3.7-flash,3 dígitos,1401,1401,True,True,533+868 = ?,0.00445,0.000162,0.004287,0.00421,218,gemini-3.7-flash,1401,1401,True,True,0.00445
gemini-3.7-flash,3 dígitos,1020,1020,True,True,862+158 = ?,0.003233,0.000162,0.003071,0.002993,155,gemini-3.7-flash,1020,1020,True,True,0.003233
gemini-3.7-flash,4 dígitos,12257,12257,True,True,5951+6306 = ?,0.001908,0.00017,0.001738,0.001642,85,gemini-3.7-flash,12257,12257,True,True,0.001908
gemini-3.7-flash,7 dígitos,9349473,9349473,True,True,1648076+7701397 = ?,0.004133,0.000193,0.00394,0.003805,197,gemini-3.7-flash,9349473,9349473,True,True,0.004133
gemini-3.7-flash,4 dígitos,9018,9018,True,True,4078+4940 = ?,0.002256,0.00017,0.002086,0.002009,104,gemini-3.7-flash,9018,9018,True,True,0.002256
gemini-3.7-flash,8 dígitos,95848454,95848454,True,True,41995736+53852718 = ?,0.00866,0.000201,0.008459,0.008304,430,gemini-3.7-flash,95848454,95848454,True,True,0.00866
gemini-3.7-flash,8 dígitos,116211078,116211078,True,True,69582274+46628804 = ?,0.005106,0.000201,0.004905,0.004732,245,gemini-3.7-flash,116211078,116211078,True,True,0.005106
gemini-3.7-flash,5 dígitos,176336,176336,True,True,76862+99474 = ?,0.004446,0.000178,0.004268,0.004152,215,gemini-3.7-flash,176336,176336,True,True,0.004446
gemini-3.7-flash,7 dígitos,17187264,17187264,True,True,8388851+8798413 = ?,0.007551,0.000193,0.007358,0.007204,373,gemini-3.7-flash,17187264,17187264,True,True,0.007551
gemini-3.7-flash,8 dígitos,111150902,111150902,True,True,34775625+76375277 = ?,0.006342,0.000201,0.006141,0.005968,309,gemini-3.7-flash,111150902,111150902,True,True,0.006342
gemini-3.7-flash,9 dígitos,1142205938,1142205938,True,True,623296791+518909147 = ?,0.008069,0.000209,0.00786,0.007667,397,gemini-3.7-flash,1142205938,1142205938,True,True,0.008069
gemini-3.7-flash,3 dígitos,1176,1176,True,True,596+580 = ?,0.00248,0.000162,0.002318,0.00224,116,gemini-3.7-flash,1176,1176,True,True,0.00248
gemini-3.7-flash,2 dígitos,119,119,True,True,32+87 = ?,0.002221,0.000155,0.002066,0.002009,104,gemini-3.7-flash,119,119,True,True,0.002221
gemini-3.7-flash,10 dígitos,8066641747,8066641747,True,True,4440407780+3626233967 = ?,0.00939,0.000216,0.009173,0.00898,465,gemini-3.7-flash,8066641747,8066641747,True,True,0.00939
gemini-3.7-flash,3 dígitos,883,883,True,True,464+419 = ?,0.004102,0.000162,0.00394,0.003882,201,gemini-3.7-flash,883,883,True,True,0.004102
gemini-3.7-flash,8 dígitos,100610498,100610498,True,True,37807851+62802647 = ?,0.007617,0.000201,0.007416,0.007242,375,gemini-3.7-flash,100610498,100610498,True,True,0.007617
gemini-3.7-flash,5 dígitos,79735,79735,True,True,48648+31087 = ?,0.002804,0.000178,0.002627,0.00253,131,gemini-3.7-flash,79735,79735,True,True,0.002804
gemini-3.7-flash,10 dígitos,16233933301,16233933301,True,True,8991081172+7242852129 = ?,0.012209,0.000216,0.011993,0.011781,610,gemini-3.7-flash,16233933301,16233933301,True,True,0.012209
gemini-3.7-flash,8 dígitos,117443850,117443850,True,True,92151450+25292400 = ?,0.005686,0.000201,0.005485,0.005311,275,gemini-3.7-flash,117443850,117443850,True,True,0.005686
gemini-3.7-flash,8 dígitos,94970783,94970783,True,True,66079137+28891646 = ?,0.006419,0.000201,0.006219,0.006064,314,gemini-3.7-flash,94970783,94970783,True,True,0.006419
gemini-3.7-flash,5 dígitos,109487,109487,True,True,50222+59265 = ?,0.004272,0.000178,0.004094,0.003978,206,gemini-3.7-flash,109487,109487,True,True,0.004272
gemini-3.7-flash,3 dígitos,1261,1261,True,True,751+510 = ?,0.001321,0.000162,0.001159,0.001082,56,gemini-3.7-flash,1261,1261,True,True,0.001321
gemini-3.7-flash,9 dígitos,1480967951,1480967951,True,True,649420159+831547792 = ?,0.008243,0.000209,0.008034,0.007841,406,gemini-3.7-flash,1480967951,1480967951,True,True,0.008243
gemini-3.7-flash,2 dígitos,88,88,True,True,68+20 = ?,0.002569,0.000155,0.002414,0.002375,123,gemini-3.7-flash,88,88,True,True,0.002569
gemini-3.7-flash,5 dígitos,95530,95530,True,True,33117+62413 = ?,0.003017,0.000178,0.002839,0.002742,142,gemini-3.7-flash,95530,95530,True,True,0.003017
gemini-3.7-flash,2 dígitos,90,90,True,True,13+77 = ?,0.001197,0.000155,0.001043,0.001004,52,gemini-3.7-flash,90,90,True,True,0.001197
gemini-3.7-flash,6 dígitos,834358,834358,True,True,220609+613749 = ?,0.00372,0.000185,0.003534,0.003418,177,gemini-3.7-flash,834358,834358,True,True,0.00372
gemini-3.7-flash,2 dígitos,86,86,True,True,22+64 = ?,0.002086,0.000155,0.001931,0.001893,98,gemini-3.7-flash,86,86,True,True,0.002086
gemini-3.7-flash,10 dígitos,7160925744,7160925744,True,True,1505096795+5655828949 = ?,0.007806,0.000216,0.00759,0.007397,383,gemini-3.7-flash,7160925744,7160925744,True,True,0.007806
gemini-3.7-flash,7 dígitos,12913866,12913866,True,True,8056851+4857015 = ?,0.008768,0.000193,0.008575,0.00842,436,gemini-3.7-flash,12913866,12913866,True,True,0.008768
gemini-3.7-flash,2 dígitos,173,173,True,True,93+80 = ?,0.001313,0.000155,0.001159,0.001101,57,gemini-3.7-flash,173,173,True,True,0.001313
gemini-3.7-flash,3 dígitos,1276,1276,True,True,734+542 = ?,0.002847,0.000162,0.002684,0.002607,135,gemini-3.7-flash,1276,1276,True,True,0.002847
gemini-3.7-flash,9 dígitos,1524233138,1524233138,True,True,924115192+600117946 = ?,0.006717,0.000209,0.006508,0.006315,327,gemini-3.7-flash,1524233138,1524233138,True,True,0.006717
gemini-3.7-flash,7 dígitos,14840013,14840013,True,True,5888516+8951497 = ?,0.006624,0.000193,0.006431,0.006277,325,gemini-3.7-flash,14840013,14840013,True,True,0.006624
gemini-3.7-flash,4 dígitos,13192,13192,True,True,6731+6461 = ?,0.002777,0.00017,0.002607,0.002511,130,gemini-3.7-flash,13192,13192,True,True,0.002777
gemini-3.7-flash,2 dígitos,77,77,True,True,37+40 = ?,0.002105,0.000155,0.001951,0.001912,99,gemini-3.7-flash,77,77,True,True,0.002105
gemini-3.7-flash,7 dígitos,11410287,11410287,True,True,8381026+3029261 = ?,0.006238,0.000193,0.006045,0.00589,305,gemini-3.7-flash,11410287,11410287,True,True,0.006238
gemini-3.7-flash,9 dígitos,921556816,921556816,True,True,572898233+348658583 = ?,0.006987,0.000209,0.006779,0.006605,342,gemini-3.7-flash,921556816,921556816,True,True,0.006987
gemini-3.7-flash,4 dígitos,17295,17295,True,True,7359+9936 = ?,0.005558,0.00017,0.005388,0.005292,274,gemini-3.7-flash,17295,17295,True,True,0.005558
gemini-3.7-flash,2 dígitos,111,111,True,True,15+96 = ?,0.002646,0.000155,0.002491,0.002433,126,gemini-3.7-flash,111,111,True,True,0.002646
gemini-3.7-flash,2 dígitos,142,142,True,True,62+80 = ?,0.002298,0.000155,0.002144,0.002086,108,gemini-3.7-flash,142,142,True,True,0.002298
gemini-3.7-flash,9 dígitos,789470035,789470035,True,True,390228819+399241216 = ?,0.007026,0.000209,0.006817,0.006644,344,gemini-3.7-flash,789470035,789470035,True,True,0.007026
gemini-3.7-flash,8 dígitos,179644378,179644378,True,True,84407939+95236439 = ?,0.006014,0.000201,0.005813,0.005639,292,gemini-3.7-flash,179644378,179644378,True,True,0.006014
gemini-3.7-flash,3 dígitos,1332,1332,True,True,735+597 = ?,0.001205,0.000162,0.001043,0.000966,50,gemini-3.7-flash,1332,1332,True,True,0.001205
gemini-3.7-flash,6 dígitos,1395892,1395892,True,True,455812+940080 = ?,0.004782,0.000185,0.004596,0.004461,231,gemini-3.7-flash,1395892,1395892,True,True,0.004782
gemini-3.7-flash,4 dígitos,4790,4790,True,True,2128+2662 = ?,0.004071,0.00017,0.003901,0.003824,198,gemini-3.7-flash,4790,4790,True,True,0.004071
gemini-3.7-flash,2 dígitos,125,125,True,True,83+42 = ?,0.001275,0.000155,0.00112,0.001062,55,gemini-3.7-flash,125,125,True,True,0.001275
gemini-3.7-flash,3 dígitos,1556,1556,True,True,572+984 = ?,0.002827,0.000162,0.002665,0.002588,134,gemini-3.7-flash,1556,1556,True,True,0.002827
gemini-3.7-flash,8 dígitos,72027315,72027315,True,True,53615943+18411372 = ?,0.006323,0.000201,0.006122,0.005968,309,gemini-3.7-flash,72027315,72027315,True,True,0.006323
gemini-3.7-flash,9 dígitos,1084489918,1084489918,True,True,283186188+801303730 = ?,0.0072,0.000209,0.006991,0.006798,352,gemini-3.7-flash,1084489918,1084489918,True,True,0.0072
gemini-3.7-flash,4 dígitos,12953,12953,True,True,6971+5982 = ?,0.002526,0.00017,0.002356,0.00226,117,gemini-3.7-flash,12953,12953,True,True,0.002526
gemini-3.7-flash,5 dígitos,160203,160203,True,True,82013+78190 = ?,0.001877,0.000178,0.0017,0.001584,82,gemini-3.7-flash,160203,160203,True,True,0.001877
gemini-3.7-flash,2 dígitos,34,34,True,True,21+13 = ?,0.002163,0.000155,0.002009,0.00197,102,gemini-3.7-flash,34,34,True,True,0.002163
gemini-3.7-flash,2 dígitos,130,130,True,True,44+86 = ?,0.002337,0.000155,0.002182,0.002124,110,gemini-3.7-flash,130,130,True,True,0.002337
gemini-3.7-flash,4 dígitos,18050,18050,True,True,8249+9801 = ?,0.002507,0.00017,0.002337,0.00224,116,gemini-3.7-flash,18050,18050,True,True,0.002507
gemini-3.7-flash,7 dígitos,3579040,3579040,True,True,1337664+2241376 = ?,0.009,0.000193,0.008807,0.008671,449,gemini-3.7-flash,3579040,3579040,True,True,0.009
gemini-3.7-flash,10 dígitos,13164288110,13164288110,True,True,9584234319+3580053791 = ?,0.009641,0.000216,0.009425,0.009212,477,gemini-3.7-flash,13164288110,13164288110,True,True,0.009641
gemini-3.7-flash,2 dígitos,160,160,True,True,93+67 = ?,0.001236,0.000155,0.001082,0.001024,53,gemini-3.7-flash,160,160,True,True,0.001236
gemini-3.7-flash,6 dígitos,846475,846475,True,True,746207+100268 = ?,0.004048,0.000185,0.003863,0.003747,194,gemini-3.7-flash,846475,846475,True,True,0.004048
gemini-3.7-flash,6 dígitos,697255,697255,True,True,337661+359594 = ?,0.003951,0.000185,0.003766,0.00365,189,gemini-3.7-flash,697255,697255,True,True,0.003951
gemini-3.7-flash,4 dígitos,12780,12780,True,True,8207+4573 = ?,0.003028,0.00017,0.002858,0.002762,143,gemini-3.7-flash,12780,12780,True,True,0.003028
gemini-3.7-flash,3 dígitos,655,655,True,True,490+165 = ?,0.003407,0.000162,0.003245,0.003187,165,gemini-3.7-flash,655,655,True,True,0.003407
gemini-3.7-flash,9 dígitos,833620863,833620863,True,True,246357408+587263455 = ?,0.009923,0.000209,0.009714,0.00954,494,gemini-3.7-flash,833620863,833620863,True,True,0.009923
gemini-3.7-flash,7 dígitos,9904296,9904296,True,True,2589664+7314632 = ?,0.008884,0.000193,0.008691,0.008555,443,gemini-3.7-flash,9904296,9904296,True,True,0.008884
gemini-3.7-flash,6 dígitos,984518,984518,True,True,786837+197681 = ?,0.004106,0.000185,0.00392,0.003805,197,gemini-3.7-flash,984518,984518,True,True,0.004106
gemini-3.7-flash,5 dígitos,72813,72813,True,True,55023+17790 = ?,0.006744,0.000178,0.006566,0.00647,335,gemini-3.7-flash,72813,72813,True,True,0.006744
gemini-3.7-flash,3 dígitos,517,517,True,True,146+371 = ?,0.00246,0.000162,0.002298,0.00224,116,gemini-3.7-flash,517,517,True,True,0.00246
gemini-3.7-flash,7 dígitos,8612867,8612867,True,True,1359957+7252910 = ?,0.004287,0.000193,0.004094,0.003959,205,gemini-3.7-flash,8612867,8612867,True,True,0.004287
gemini-3.7-flash,5 dígitos,138576,138576,True,True,41752+96824 = ?,0.003248,0.000178,0.003071,0.002955,153,gemini-3.7-flash,138576,138576,True,True,0.003248
gemini-3.7-flash,6 dígitos,1321924,1321924,True,True,959067+362857 = ?,0.004531,0.000185,0.004345,0.00421,218,gemini-3.7-flash,1321924,1321924,True,True,0.004531
gemini-3.7-flash,4 dígitos,4183,4183,True,True,1544+2639 = ?,0.002816,0.00017,0.002646,0.002569,133,gemini-3.7-flash,4183,4183,True,True,0.002816
gemini-3.7-flash,8 dígitos,73593933,73593933,True,True,50841185+22752748 = ?,0.007598,0.000201,0.007397,0.007242,375,gemini-3.7-flash,73593933,73593933,True,True,0.007598
gemini-3.7-flash,9 dígitos,1385836135,1385836135,True,True,819328191+566507944 = ?,0.011584,0.000209,0.011375,0.011182,579,gemini-3.7-flash,1385836135,1385836135,True,True,0.011584
gemini-3.7-flash,7 dígitos,7271307,7271307,True,True,3770335+3500972 = ?,0.005736,0.000193,0.005543,0.005407,280,gemini-3.7-flash,7271307,7271307,True,True,0.005736
gemini-3.7-flash,7 dígitos,10452455,10452455,True,True,3902137+6550318 = ?,0.004287,0.000193,0.004094,0.00394,204,gemini-3.7-flash,10452455,10452455,True,True,0.004287
gemini-3.7-flash,4 dígitos,13171,13171,True,True,7621+5550 = ?,0.001831,0.00017,0.001661,0.001564,81,gemini-3.7-flash,13171,13171,True,True,0.001831
gemini-3.7-flash,9 dígitos,968292356,968292356,True,True,251530889+716761467 = ?,0.007045,0.000209,0.006837,0.006663,345,gemini-3.7-flash,968292356,968292356,True,True,0.007045
gemini-3.7-flash,10 dígitos,10958761159,10958761159,True,True,4950407198+6008353961 = ?,0.008733,0.000216,0.008517,0.008304,430,gemini-3.7-flash,10958761159,10958761159,True,True,0.008733
gemini-3.7-flash,2 dígitos,149,149,True,True,85+64 = ?,0.002356,0.000155,0.002202,0.002144,111,gemini-3.7-flash,149,149,True,True,0.002356
gemini-3.7-flash,2 dígitos,151,151,True,True,94+57 = ?,0.003457,0.000155,0.003302,0.003245,168,gemini-3.7-flash,151,151,True,True,0.003457
gemini-3.7-flash,8 dígitos,119230684,119230684,True,True,92806167+26424517 = ?,0.007231,0.000201,0.00703,0.006856,355,gemini-3.7-flash,119230684,119230684,True,True,0.007231
gemini-3.7-flash,2 dígitos,50,50,True,True,22+28 = ?,0.00226,0.000155,0.002105,0.002066,107,gemini-3.7-flash,50,50,True,True,0.00226
gemini-3.7-flash,7 dígitos,4879696,4879696,True,True,2250419+2629277 = ?,0.003129,0.000193,0.002936,0.0028,145,gemini-3.7-flash,4879696,4879696,True,True,0.003129
gemini-3.7-flash,3 dígitos,1287,1287,True,True,657+630 = ?,0.002267,0.000162,0.002105,0.002028,105,gemini-3.7-flash,1287,1287,True,True,0.002267
gemini-3.7-flash,9 dígitos,1662483280,1662483280,True,True,676379869+986103411 = ?,0.008532,0.000209,0.008324,0.008131,421,gemini-3.7-flash,1662483280,1662483280,True,True,0.008532
gemini-3.7-flash,6 dígitos,654762,654762,True,True,390731+264031 = ?,0.002812,0.000185,0.002627,0.002511,130,gemini-3.7-flash,654762,654762,True,True,0.002812
gemini-3.7-flash,7 dígitos,6550048,6550048,True,True,1113863+5436185 = ?,0.003727,0.000193,0.003534,0.003418,177,gemini-3.7-flash,6550048,6550048,True,True,0.003727
gemini-3.7-flash,8 dígitos,108269863,108269863,True,True,38779360+69490503 = ?,0.006709,0.000201,0.006508,0.006335,328,gemini-3.7-flash,108269863,108269863,True,True,0.006709
gemini-3.7-flash,9 dígitos,1604234602,1604234602,True,True,654079158+950155444 = ?,0.006987,0.000209,0.006779,0.006586,341,gemini-3.7-flash,1604234602,1604234602,True,True,0.006987
gemini-3.7-flash,2 dígitos,112,112,True,True,99+13 = ?,0.002298,0.000155,0.002144,0.002086,108,gemini-3.7-flash,112,112,True,True,0.002298
gemini-3.7-flash,6 dígitos,1648520,1648520,True,True,750824+897696 = ?,0.005612,0.000185,0.005427,0.005292,274,gemini-3.7-flash,1648520,1648520,True,True,0.005612
gemini-3.7-flash,8 dígitos,88676190,88676190,True,True,31909841+56766349 = ?,0.009432,0.000201,0.009231,0.009077,470,gemini-3.7-flash,88676190,88676190,True,True,0.009432
gemini-3.7-flash,5 dígitos,168632,168632,True,True,89431+79201 = ?,0.002012,0.000178,0.001835,0.001719,89,gemini-3.7-flash,168632,168632,True,True,0.002012
gemini-3.7-flash,9 dígitos,751863614,751863614,True,True,186170402+565693212 = ?,0.014172,0.000209,0.013963,0.013789,714,gemini-3.7-flash,751863614,751863614,True,True,0.014172
gemini-3.7-flash,10 dígitos,11173915264,11173915264,True,True,3803142557+7370772707 = ?,0.018911,0.000216,0.018695,0.018482,957,gemini-3.7-flash,11173915264,11173915264,True,True,0.018911
gemini-3.7-flash,5 dígitos,87713,87713,True,True,63908+23805 = ?,0.002572,0.000178,0.002395,0.002298,119,gemini-3.7-flash,87713,87713,True,True,0.002572
