nome do modelo,quantidade de digitos,resultado bruto do modelo,resultado tratado do modelo,resultado original,acerto da operacao,acerto do formato de resposta,conta,custo total,custo de input tokens,custo de output tokens,quantidade de reasoning tokens gerados,resumo do raciocinio
gemini-3.5-flash-lite,8 dígitos,12534571991874256,12534571991874256,12522619550009352,False,True,69200376 * (94864592 + 86097135) = ?,0.000319,0.0001,0.000219,0,
gemini-3.5-flash-lite,6 dígitos,266491717832,266491717832,265788089970,False,True,229359 * (825747 + 333083) = ?,0.000246,9.1e-05,0.000155,0,
gemini-3.5-flash-lite,3 dígitos,938813,938813,941499,False,True,619 * (554 + 967) = ?,0.000155,7.7e-05,7.7e-05,0,
gemini-3.5-flash-lite,3 dígitos,1462080,1462080,1463280,False,True,840 * (871 + 871) = ?,0.000167,7.7e-05,9e-05,0,
gemini-3.5-flash-lite,6 dígitos,441736298517,441736298517,451379305687,False,True,435943 * (201755 + 833654) = ?,0.000246,9.1e-05,0.000155,0,
gemini-3.5-flash-lite,3 dígitos,549472,549472,550088,False,True,616 * (249 + 644) = ?,0.000155,7.7e-05,7.7e-05,0,
gemini-3.5-flash-lite,5 dígitos,17316719136,17316719136,17331570752,False,True,99956 * (86206 + 87186) = ?,0.000228,8.7e-05,0.000142,0,
gemini-3.5-flash-lite,4 dígitos,64214572,64214572,64011820,False,True,4892 * (9911 + 3174) = ?,0.000185,8.2e-05,0.000103,0,
gemini-3.5-flash-lite,5 dígitos,2684824364,2684824364,2649066804,False,True,35982 * (13708 + 59914) = ?,0.000215,8.7e-05,0.000129,0,
gemini-3.5-flash-lite,8 dígitos,2588497672288177,2588497672288177,2591096694926834,False,True,29221694 * (71037848 + 17632463) = ?,0.000306,0.0001,0.000206,0,
gemini-3.5-flash-lite,6 dígitos,341595185944,341595185944,339887396424,False,True,403098 * (204732 + 638456) = ?,0.000246,9.1e-05,0.000155,0,
gemini-3.5-flash-lite,7 dígitos,99981882200376,99981882200376,100468414431482,False,True,6413333 * (6249103 + 9416451) = ?,0.000276,9.6e-05,0.00018,0,
gemini-3.5-flash-lite,9 dígitos,700021319762391030,700021319762391030,699139885888647500,False,True,519390650 * (507686969 + 838390181) = ?,0.000337,0.000105,0.000232,0,
gemini-3.5-flash-lite,7 dígitos,60980481079368,60980481079368,61201708545096,False,True,8429862 * (3993444 + 3266664) = ?,0.000276,9.6e-05,0.00018,0,
gemini-3.5-flash-lite,3 dígitos,616448,616448,616704,False,True,704 * (439 + 437) = ?,0.000155,7.7e-05,7.7e-05,0,
gemini-3.5-flash-lite,4 dígitos,46342204,46342204,46490240,False,True,4273 * (2326 + 8554) = ?,0.000185,8.2e-05,0.000103,0,
gemini-3.5-flash-lite,3 dígitos,921318,921318,916542,False,True,594 * (696 + 847) = ?,0.000155,7.7e-05,7.7e-05,0,
gemini-3.5-flash-lite,5 dígitos,8441113274,8441113274,8415626544,False,True,48339 * (78277 + 95819) = ?,0.000215,8.7e-05,0.000129,0,
gemini-3.5-flash-lite,6 dígitos,991206132784,991206132784,987859317944,False,True,852679 * (907615 + 250921) = ?,0.000246,9.1e-05,0.000155,0,
gemini-3.5-flash-lite,7 dígitos,105748946765715,105748946765715,102662439058167,False,True,7371869 * (4312345 + 9613898) = ?,0.000289,9.6e-05,0.000193,0,
gemini-3.5-flash-lite,3 dígitos,315579,315579,316629,False,True,243 * (564 + 739) = ?,0.000155,7.7e-05,7.7e-05,0,
gemini-3.5-flash-lite,9 dígitos,516203534571987520,516203534571987520,516153336360795760,False,True,296129048 * (967186285 + 775815085) = ?,0.000337,0.000105,0.000232,0,
gemini-3.5-flash-lite,6 dígitos,520864359744,520864359744,521443806870,False,True,615570 * (724327 + 122764) = ?,0.000246,9.1e-05,0.000155,0,
gemini-3.5-flash-lite,9 dígitos,1785501306352358032,1785501306352358032,1784148467401230480,False,True,921707208 * (982700151 + 952999659) = ?,0.00035,0.000105,0.000245,0,
gemini-3.5-flash-lite,5 dígitos,10595304729,10595304729,10637297869,False,True,77737 * (75662 + 61175) = ?,0.000228,8.7e-05,0.000142,0,
gemini-3.5-flash-lite,5 dígitos,15570072701,15570072701,15509595601,False,True,86717 * (87830 + 91023) = ?,0.000228,8.7e-05,0.000142,0,
gemini-3.5-flash-lite,8 dígitos,5764267676717553,5764267676717553,5794315135152173,False,True,63299009 * (53774133 + 37764664) = ?,0.000306,0.0001,0.000206,0,
gemini-3.5-flash-lite,3 dígitos,324492,324492,324394,False,True,493 * (307 + 351) = ?,0.000155,7.7e-05,7.7e-05,0,
gemini-3.5-flash-lite,6 dígitos,889025095367,889025095367,891768064590,False,True,951990 * (266959 + 669782) = ?,0.000246,9.1e-05,0.000155,0,
gemini-3.5-flash-lite,6 dígitos,1142413550871,1142413550871,1143110277599,False,True,989957 * (714763 + 439944) = ?,0.000259,9.1e-05,0.000167,0,
gemini-3.5-flash-lite,10 dígitos,35573420800361214380,35573420800361214380,35545569838917774804,False,True,2147770233 * (9584261010 + 6965726178) = ?,0.000367,0.00011,0.000258,0,
gemini-3.5-flash-lite,10 dígitos,103099905295155122145,103099905295155122145,103415916168853365327,False,True,7698942389 * (7322156605 + 6110326838) = ?,0.00038,0.00011,0.00027,0,
gemini-3.5-flash-lite,2 dígitos,6431,6431,6431,True,True,59 * (96 + 13) = ?,0.000124,7.3e-05,5.2e-05,0,
gemini-3.5-flash-lite,7 dígitos,47545939335967,47545939335967,48822482796427,False,True,6016147 * (1201942 + 6913299) = ?,0.000276,9.6e-05,0.00018,0,
gemini-3.5-flash-lite,4 dígitos,15112108,15112108,15129928,False,True,1672 * (5050 + 3999) = ?,0.000185,8.2e-05,0.000103,0,
gemini-3.5-flash-lite,2 dígitos,2950,2950,2950,True,True,59 * (22 + 28) = ?,0.000124,7.3e-05,5.2e-05,0,
gemini-3.5-flash-lite,7 dígitos,35811413158019,35811413158019,35687072112879,False,True,3241171 * (7491805 + 3518744) = ?,0.000276,9.6e-05,0.00018,0,
gemini-3.5-flash-lite,9 dígitos,531776953930438120,531776953930438120,530410356631151080,False,True,560760581 * (621092496 + 324784184) = ?,0.000337,0.000105,0.000232,0,
gemini-3.5-flash-lite,4 dígitos,51664110,51664110,51252500,False,True,4940 * (3289 + 7086) = ?,0.000185,8.2e-05,0.000103,0,
gemini-3.5-flash-lite,4 dígitos,32870425,32870425,32684950,False,True,4295 * (1016 + 6594) = ?,0.000185,8.2e-05,0.000103,0,
gemini-3.5-flash-lite,2 dígitos,9600,9600,9600,True,True,60 * (94 + 66) = ?,0.000124,7.3e-05,5.2e-05,0,
gemini-3.5-flash-lite,6 dígitos,512403248327,512403248327,514002105260,False,True,542860 * (496574 + 450267) = ?,0.000246,9.1e-05,0.000155,0,
gemini-3.5-flash-lite,3 dígitos,1170048,1170048,1172232,False,True,972 * (347 + 859) = ?,0.000167,7.7e-05,9e-05,0,
gemini-3.5-flash-lite,3 dígitos,357175,357175,357175,True,True,325 * (779 + 320) = ?,0.000155,7.7e-05,7.7e-05,0,
gemini-3.5-flash-lite,3 dígitos,608266,608266,608486,False,True,734 * (542 + 287) = ?,0.000155,7.7e-05,7.7e-05,0,
gemini-3.5-flash-lite,3 dígitos,927184,927184,925704,False,True,559 * (999 + 657) = ?,0.000155,7.7e-05,7.7e-05,0,
gemini-3.5-flash-lite,2 dígitos,455,455,455,True,True,13 * (16 + 19) = ?,0.000111,7.3e-05,3.9e-05,0,
gemini-3.5-flash-lite,8 dígitos,8776892305371301,8776892305371301,8757701912997714,False,True,79540466 * (58137910 + 51965819) = ?,0.000306,0.0001,0.000206,0,
gemini-3.5-flash-lite,8 dígitos,13988636402432047,13988636402432047,14062071372290019,False,True,94532593 * (91426971 + 57326712) = ?,0.000319,0.0001,0.000219,0,
gemini-3.5-flash-lite,8 dígitos,3065609653066373,3065609653066373,3068521177490181,False,True,54115551 * (16056943 + 40646188) = ?,0.000306,0.0001,0.000206,0,
gemini-3.5-flash-lite,8 dígitos,2160916892543113,2160916892543113,2164084546284647,False,True,30244417 * (30743077 + 40810114) = ?,0.000306,0.0001,0.000206,0,
gemini-3.5-flash-lite,4 dígitos,108420096,108420096,108720144,False,True,8424 * (9281 + 3625) = ?,0.000198,8.2e-05,0.000116,0,
gemini-3.5-flash-lite,8 dígitos,2594685370889218,2594685370889218,2605781647540734,False,True,15394899 * (92820507 + 76442159) = ?,0.000306,0.0001,0.000206,0,
gemini-3.5-flash-lite,2 dígitos,2775,2775,2775,True,True,37 * (48 + 27) = ?,0.000124,7.3e-05,5.2e-05,0,
gemini-3.5-flash-lite,10 dígitos,8503816174151741160,8503816174151741160,8557875466599573978,False,True,3189388074 * (1295035515 + 1388198782) = ?,0.000354,0.00011,0.000245,0,
gemini-3.5-flash-lite,5 dígitos,83424160486,83424160486,8406360604,False,True,85601 * (60659 + 37545) = ?,0.000228,8.7e-05,0.000142,0,
gemini-3.5-flash-lite,10 dígitos,35384185794569502781,35384185794569502781,35116069052390734155,False,True,5898936815 * (3780654329 + 2172294508) = ?,0.000367,0.00011,0.000258,0,
gemini-3.5-flash-lite,4 dígitos,45686036,45686036,45535944,False,True,4622 * (2543 + 7309) = ?,0.000185,8.2e-05,0.000103,0,
gemini-3.5-flash-lite,3 dígitos,418872,418872,425292,False,True,581 * (615 + 117) = ?,0.000155,7.7e-05,7.7e-05,0,
gemini-3.5-flash-lite,2 dígitos,3816,3816,3816,True,True,36 * (90 + 16) = ?,0.000124,7.3e-05,5.2e-05,0,
gemini-3.5-flash-lite,5 dígitos,5053913745,5053913745,5023464285,False,True,82635 * (10713 + 50078) = ?,0.000215,8.7e-05,0.000129,0,
gemini-3.5-flash-lite,6 dígitos,203799630743,203799630743,203925841011,False,True,290691 * (181913 + 519608) = ?,0.000246,9.1e-05,0.000155,0,
gemini-3.5-flash-lite,7 dígitos,51794271844281,51794271844281,51800541117308,False,True,2799268 * (8761438 + 9743593) = ?,0.000276,9.6e-05,0.00018,0,
gemini-3.5-flash-lite,6 dígitos,321034421115,321034421115,319957318275,False,True,201869 * (690329 + 894646) = ?,0.000246,9.1e-05,0.000155,0,
gemini-3.5-flash-lite,2 dígitos,9120,9120,9120,True,True,76 * (27 + 93) = ?,0.000124,7.3e-05,5.2e-05,0,
gemini-3.5-flash-lite,6 dígitos,908581677399,908581677399,911949892511,False,True,775057 * (737885 + 438738) = ?,0.000246,9.1e-05,0.000155,0,
gemini-3.5-flash-lite,6 dígitos,1619468087955,1619468087955,1616282399170,False,True,953438 * (701797 + 993418) = ?,0.000259,9.1e-05,0.000167,0,
gemini-3.5-flash-lite,4 dígitos,131102982,131102982,131360414,False,True,9206 * (8087 + 6182) = ?,0.000198,8.2e-05,0.000116,0,
gemini-3.5-flash-lite,9 dígitos,903723385750239032,903723385750239032,903862955291502440,False,True,757893305 * (581331152 + 611268056) = ?,0.000337,0.000105,0.000232,0,
gemini-3.5-flash-lite,10 dígitos,47942699292857022064,47942699292857022064,47972708905343027328,False,True,4185813312 * (3166681373 + 8294104221) = ?,0.000367,0.00011,0.000258,0,
gemini-3.5-flash-lite,4 dígitos,64659025,64659025,64517150,False,True,8095 * (2649 + 5321) = ?,0.000185,8.2e-05,0.000103,0,
gemini-3.5-flash-lite,6 dígitos,886470371680,886470371680,884946324960,False,True,810153 * (373881 + 718439) = ?,0.000246,9.1e-05,0.000155,0,
gemini-3.5-flash-lite,4 dígitos,154245630,154245630,153997470,False,True,8187 * (9485 + 9325) = ?,0.000198,8.2e-05,0.000116,0,
gemini-3.5-flash-lite,10 dígitos,40192809756195726248,40192809756195726248,40124397856448601420,False,True,4216843010 * (6378316324 + 3136953218) = ?,0.000367,0.00011,0.000258,0,
gemini-3.5-flash-lite,8 dígitos,5450091605658607,5450091605658607,5444459902516937,False,True,58762477 * (27791635 + 64860346) = ?,0.000306,0.0001,0.000206,0,
gemini-3.5-flash-lite,10 dígitos,42828694073380854490,42828694073380854490,42966520606945496988,False,True,4089827938 * (5141691435 + 5364012291) = ?,0.000367,0.00011,0.000258,0,
gemini-3.5-flash-lite,8 dígitos,1486955030279644,1486955030279644,1501778640763620,False,True,14844645 * (41009013 + 60157343) = ?,0.000306,0.0001,0.000206,0,
gemini-3.5-flash-lite,4 dígitos,37568400,37568400,37470600,False,True,4860 * (3578 + 4132) = ?,0.000185,8.2e-05,0.000103,0,
gemini-3.5-flash-lite,3 dígitos,1447224,1447224,1448766,False,True,891 * (831 + 795) = ?,0.000167,7.7e-05,9e-05,0,
gemini-3.5-flash-lite,7 dígitos,51802434522813,51802434522813,51681507395208,False,True,6338456 * (6869072 + 1284571) = ?,0.000276,9.6e-05,0.00018,0,
gemini-3.5-flash-lite,6 dígitos,520023647184,520023647184,517342882572,False,True,462522 * (406190 + 712336) = ?,0.000246,9.1e-05,0.000155,0,
gemini-3.5-flash-lite,2 dígitos,5325,5325,5325,True,True,71 * (58 + 17) = ?,0.000124,7.3e-05,5.2e-05,0,
gemini-3.5-flash-lite,5 dígitos,3497883585,3497883585,3500154225,False,True,41395 * (36603 + 47952) = ?,0.000215,8.7e-05,0.000129,0,
gemini-3.5-flash-lite,4 dígitos,55490453,55490453,55468043,False,True,6353 * (5976 + 2755) = ?,0.000185,8.2e-05,0.000103,0,
gemini-3.5-flash-lite,2 dígitos,11349,11349,11349,True,True,97 * (24 + 93) = ?,0.000137,7.3e-05,6.4e-05,0,
gemini-3.5-flash-lite,10 dígitos,88188555896321289134,88188555896321289134,88213435051091416056,False,True,7205422338 * (8979659257 + 3262986755) = ?,0.000367,0.00011,0.000258,0,
gemini-3.5-flash-lite,8 dígitos,9807572797686510,9807572797686510,9797413974974550,False,True,87662030 * (41288507 + 70474978) = ?,0.000306,0.0001,0.000206,0,
gemini-3.5-flash-lite,10 dígitos,29780004353272935293,29780004353272935293,29757991125276970577,False,True,2349741247 * (7068313097 + 5596056294) = ?,0.000367,0.00011,0.000258,0,
gemini-3.5-flash-lite,4 dígitos,13670640,13670640,13701030,False,True,1113 * (3446 + 8864) = ?,0.000185,8.2e-05,0.000103,0,
gemini-3.5-flash-lite,10 dígitos,6958863677762696251,6958863677762696251,69552990028567164573,False,True,6986706273 * (7243557166 + 2711489935) = ?,0.000354,0.00011,0.000245,0,
gemini-3.5-flash-lite,6 dígitos,163450917284,163450917284,163528043574,False,True,137741 * (385773 + 801441) = ?,0.000246,9.1e-05,0.000155,0,
gemini-3.5-flash-lite,10 dígitos,90382878954701235124,90382878954701235124,89802504221842191548,False,True,9665579026 * (5344385410 + 3946574188) = ?,0.000367,0.00011,0.000258,0,
gemini-3.5-flash-lite,3 dígitos,703661,703661,699565,False,True,773 * (169 + 736) = ?,0.000155,7.7e-05,7.7e-05,0,
gemini-3.5-flash-lite,2 dígitos,1716,1716,1716,True,True,12 * (94 + 49) = ?,0.000124,7.3e-05,5.2e-05,0,
gemini-3.5-flash-lite,5 dígitos,5250486848,5250486848,5263202208,False,True,79332 * (39544 + 26800) = ?,0.000215,8.7e-05,0.000129,0,
gemini-3.5-flash-lite,3 dígitos,699936,699936,700896,False,True,672 * (749 + 294) = ?,0.000155,7.7e-05,7.7e-05,0,
gemini-3.5-flash-lite,10 dígitos,19391039016142993800,19391039016142993800,19312034001779947680,False,True,2682479366 * (4533219535 + 2666102945) = ?,0.000367,0.00011,0.000258,0,
gemini-3.5-flash-lite,7 dígitos,37968537651072,37968537651072,37888432365888,False,True,3114592 * (4683328 + 7481486) = ?,0.000276,9.6e-05,0.00018,0,
gemini-3.5-flash-lite,7 dígitos,83726715077279,83726715077279,83557960711260,False,True,7151948 * (3361689 + 8321556) = ?,0.000276,9.6e-05,0.00018,0,
gemini-3.5-flash-lite,10 dígitos,78883651111663189913,78883651111663189913,78632201640024767406,False,True,7800564898 * (3961934109 + 6118387338) = ?,0.000367,0.00011,0.000258,0,
gemini-3.5-flash-lite,10 dígitos,11252199616053303642,11252199616053303642,112593957768858475404,False,True,7766389014 * (4700832457 + 9796761929) = ?,0.000367,0.00011,0.000258,0,
gemini-3.5-flash-lite,2 dígitos,6696,6696,6696,True,True,54 * (58 + 66) = ?,0.000124,7.3e-05,5.2e-05,0,
gemini-3.5-flash-lite,2 dígitos,5865,5865,5865,True,True,69 * (50 + 35) = ?,0.000124,7.3e-05,5.2e-05,0,
gemini-3.5-flash-lite,5 dígitos,14115162432,14115162432,14105741916,False,True,92623 * (68838 + 83454) = ?,0.000228,8.7e-05,0.000142,0,
gemini-3.5-flash-lite,9 dígitos,628965872228819079,628965872228819079,630549751340076868,False,True,522315908 * (701485911 + 505733210) = ?,0.000337,0.000105,0.000232,0,
gemini-3.5-flash-lite,2 dígitos,5984,5984,5984,True,True,44 * (86 + 50) = ?,0.000124,7.3e-05,5.2e-05,0,
gemini-3.5-flash-lite,10 dígitos,6182103328574768392,6182103328574768392,61847570776470171136,False,True,3804318832 * (9060013684 + 7197185964) = ?,0.000354,0.00011,0.000245,0,
gemini-3.5-flash-lite,3 dígitos,178410,178410,178410,True,True,114 * (635 + 930) = ?,0.000155,7.7e-05,7.7e-05,0,
gemini-3.5-flash-lite,9 dígitos,201886149842426210,201886149842426210,201578618574443760,False,True,184851745 * (494130382 + 596357666) = ?,0.000337,0.000105,0.000232,0,
gemini-3.5-flash-lite,6 dígitos,1273934789520,1273934789520,1276230543800,False,True,927035 * (473847 + 902833) = ?,0.000259,9.1e-05,0.000167,0,
gemini-3.5-flash-lite,3 dígitos,798675,798675,798675,True,True,575 * (786 + 603) = ?,0.000155,7.7e-05,7.7e-05,0,
gemini-3.5-flash-lite,3 dígitos,672840,672840,672840,True,True,540 * (571 + 675) = ?,0.000155,7.7e-05,7.7e-05,0,
gemini-3.5-flash-lite,2 dígitos,6335,6335,6335,True,True,35 * (93 + 88) = ?,0.000124,7.3e-05,5.2e-05,0,
gemini-3.5-flash-lite,5 dígitos,2813587000,2813587000,2813609232,False,True,20184 * (65927 + 73471) = ?,0.000215,8.7e-05,0.000129,0,
gemini-3.5-flash-lite,9 dígitos,651877085732168510,651877085732168510,652655509529891360,False,True,853375840 * (316045546 + 448747033) = ?,0.000337,0.000105,0.000232,0,
gemini-3.5-flash-lite,2 dígitos,1989,1989,1989,True,True,13 * (79 + 74) = ?,0.000124,7.3e-05,5.2e-05,0,
gemini-3.5-flash-lite,10 dígitos,16543787720760410772,16543787720760410772,165491530905263392170,False,True,8745700491 * (9015809681 + 9906806189) = ?,0.000367,0.00011,0.000258,0,
gemini-3.5-flash-lite,4 dígitos,37812120,37812120,37856220,False,True,3945 * (6255 + 3341) = ?,0.000185,8.2e-05,0.000103,0,
gemini-3.5-flash-lite,10 dígitos,1189498144211029283,1189498144211029283,118750382497843810492,False,True,8565990326 * (9255107385 + 4607899457) = ?,0.000354,0.00011,0.000245,0,
gemini-3.5-flash-lite,6 dígitos,472097746407,472097746407,473899593473,False,True,414989 * (444494 + 697463) = ?,0.000246,9.1e-05,0.000155,0,
gemini-3.5-flash-lite,2 dígitos,7728,7728,7728,True,True,46 * (90 + 78) = ?,0.000124,7.3e-05,5.2e-05,0,
gemini-3.5-flash-lite,5 dígitos,2520697921,2520697921,2514221903,False,True,41903 * (23987 + 36014) = ?,0.000215,8.7e-05,0.000129,0,
gemini-3.5-flash-lite,5 dígitos,12217646398,12217646398,12192281008,False,True,82837 * (80771 + 66413) = ?,0.000228,8.7e-05,0.000142,0,
gemini-3.5-flash-lite,10 dígitos,5068212134591942705,5068212134591942705,50593394425052712870,False,True,9191638274 * (1684739210 + 3819545545) = ?,0.000354,0.00011,0.000245,0,
gemini-3.5-flash-lite,9 dígitos,179694247502787872,179694247502787872,180124013280027150,False,True,534573175 * (169432281 + 167516937) = ?,0.000337,0.000105,0.000232,0,
gemini-3.5-flash-lite,8 dígitos,1759604117075770,1759604117075770,1752707671119990,False,True,28923206 * (13837890 + 46760775) = ?,0.000306,0.0001,0.000206,0,
gemini-3.5-flash-lite,6 dígitos,1118129532822,1118129532822,1116792266438,False,True,813577 * (877500 + 495194) = ?,0.000259,9.1e-05,0.000167,0,
gemini-3.5-flash-lite,9 dígitos,899654109403823488,899654109403823488,899189018605305000,False,True,755613960 * (475982112 + 714029013) = ?,0.000337,0.000105,0.000232,0,
gemini-3.5-flash-lite,8 dígitos,3746682701192535,3746682701192535,3764210584689900,False,True,37206244 * (29406116 + 71765359) = ?,0.000306,0.0001,0.000206,0,
gemini-3.5-flash-lite,8 dígitos,3136279930777973,3136279930777973,3151986081828935,False,True,24066685 * (51837893 + 79130958) = ?,0.000306,0.0001,0.000206,0,
gemini-3.5-flash-lite,7 dígitos,49098906597148,49098906597148,49165744401436,False,True,6573653 * (5223401 + 2255811) = ?,0.000276,9.6e-05,0.00018,0,
gemini-3.5-flash-lite,10 dígitos,13391753736737526633,13391753736737526633,13452407524461634884,False,True,2020196916 * (2145659979 + 4513298570) = ?,0.000367,0.00011,0.000258,0,
gemini-3.5-flash-lite,2 dígitos,2465,2465,2465,True,True,17 * (70 + 75) = ?,0.000124,7.3e-05,5.2e-05,0,
gemini-3.5-flash-lite,6 dígitos,964344465400,964344465400,966058566804,False,True,910493 * (302651 + 758377) = ?,0.000246,9.1e-05,0.000155,0,
gemini-3.5-flash-lite,7 dígitos,22120015550250,22120015550250,21952818973250,False,True,2245475 * (1573817 + 8202653) = ?,0.000276,9.6e-05,0.00018,0,
gemini-3.5-flash-lite,4 dígitos,51433242,51433242,51443782,False,True,4306 * (6746 + 5201) = ?,0.000185,8.2e-05,0.000103,0,
gemini-3.5-flash-lite,6 dígitos,719468088737,719468088737,717255876516,False,True,570148 * (748076 + 509941) = ?,0.000246,9.1e-05,0.000155,0,
gemini-3.5-flash-lite,8 dígitos,8952402179836360,8952402179836360,8898397781289500,False,True,86664194 * (84567779 + 18108971) = ?,0.000306,0.0001,0.000206,0,
gemini-3.5-flash-lite,4 dígitos,57997851,57997851,58263811,False,True,5591 * (4665 + 5756) = ?,0.000185,8.2e-05,0.000103,0,
gemini-3.5-flash-lite,9 dígitos,495039369324548052,495039369324548052,496994981791567644,False,True,348243357 * (639719657 + 787428835) = ?,0.000337,0.000105,0.000232,0,
gemini-3.5-flash-lite,10 dígitos,5017042851500057094,5017042851500057094,50426395533279874332,False,True,5978797818 * (1768717963 + 6665485211) = ?,0.000354,0.00011,0.000245,0,
gemini-3.5-flash-lite,6 dígitos,601931656912,601931656912,594973498228,False,True,410629 * (729005 + 719927) = ?,0.000246,9.1e-05,0.000155,0,
gemini-3.5-flash-lite,3 dígitos,646428,646428,646932,False,True,507 * (381 + 895) = ?,0.000155,7.7e-05,7.7e-05,0,
gemini-3.5-flash-lite,7 dígitos,76127111451008,76127111451008,76144306614920,False,True,6978410 * (8006944 + 2904468) = ?,0.000276,9.6e-05,0.00018,0,
gemini-3.5-flash-lite,5 dígitos,5346067080,5346067080,5338816620,False,True,65470 * (38587 + 42959) = ?,0.000215,8.7e-05,0.000129,0,
gemini-3.5-flash-lite,3 dígitos,624928,624928,623368,False,True,536 * (273 + 890) = ?,0.000155,7.7e-05,7.7e-05,0,
gemini-3.5-flash-lite,6 dígitos,1349544274944,1349544274944,1347870811104,False,True,786024 * (965326 + 749470) = ?,0.000259,9.1e-05,0.000167,0,
gemini-3.5-flash-lite,8 dígitos,6791993418579080,6791993418579080,6767079883446220,False,True,57352577 * (39524327 + 78466533) = ?,0.000306,0.0001,0.000206,0,
gemini-3.5-flash-lite,8 dígitos,11626296316279618,11626296316279618,11592019853020314,False,True,92808522 * (85632841 + 39269696) = ?,0.000319,0.0001,0.000219,0,
gemini-3.5-flash-lite,5 dígitos,12328695956,12328695956,12336067152,False,True,88974 * (81079 + 57569) = ?,0.000228,8.7e-05,0.000142,0,
gemini-3.5-flash-lite,9 dígitos,255152865243141152,255152865243141152,254086329637067608,False,True,224752564 * (160747169 + 969768653) = ?,0.000337,0.000105,0.000232,0,
gemini-3.5-flash-lite,7 dígitos,109524185121408,109524185121408,109710125887932,False,True,8128557 * (3739856 + 9757020) = ?,0.000289,9.6e-05,0.000193,0,
gemini-3.5-flash-lite,5 dígitos,7325608247,7325608247,7330307049,False,True,37089 * (97783 + 99858) = ?,0.000215,8.7e-05,0.000129,0,
gemini-3.5-flash-lite,8 dígitos,6189569762933480,6189569762933480,6189329358680040,False,True,97680852 * (21227010 + 42135760) = ?,0.000306,0.0001,0.000206,0,
gemini-3.5-flash-lite,4 dígitos,28564480,28564480,28558080,False,True,5360 * (3046 + 2282) = ?,0.000185,8.2e-05,0.000103,0,
gemini-3.5-flash-lite,5 dígitos,6852445012,6852445012,6844351384,False,True,64168 * (17699 + 88964) = ?,0.000215,8.7e-05,0.000129,0,
gemini-3.5-flash-lite,6 dígitos,117496253408,117496253408,117560439408,False,True,286424 * (177665 + 232777) = ?,0.000246,9.1e-05,0.000155,0,
gemini-3.5-flash-lite,9 dígitos,442976161405230987,442976161405230987,444200535856182750,False,True,715985643 * (367689168 + 252715082) = ?,0.000337,0.000105,0.000232,0,
gemini-3.5-flash-lite,4 dígitos,168051778,168051778,168177588,False,True,8887 * (9224 + 9700) = ?,0.000198,8.2e-05,0.000116,0,
gemini-3.5-flash-lite,10 dígitos,16664974261895605300,16664974261895605300,167063311076857649570,False,True,9934177193 * (7225478871 + 9591546619) = ?,0.000367,0.00011,0.000258,0,
gemini-3.5-flash-lite,2 dígitos,4004,4004,4004,True,True,77 * (21 + 31) = ?,0.000124,7.3e-05,5.2e-05,0,
gemini-3.5-flash-lite,2 dígitos,3366,3366,3366,True,True,99 * (13 + 21) = ?,0.000124,7.3e-05,5.2e-05,0,
gemini-3.5-flash-lite,9 dígitos,629731631433615452,629731631433615452,626983298085917262,False,True,561298866 * (939789431 + 177232776) = ?,0.000337,0.000105,0.000232,0,
gemini-3.5-flash-lite,4 dígitos,70116819,70116819,70288593,False,True,6971 * (5982 + 4101) = ?,0.000185,8.2e-05,0.000103,0,
gemini-3.5-flash-lite,9 dígitos,1251390317581977718,1251390317581977718,1255425510665013260,False,True,943301540 * (952178738 + 378705881) = ?,0.00035,0.000105,0.000245,0,
gemini-3.5-flash-lite,8 dígitos,8175027878897288,8175027878897288,8190605200497460,False,True,46868198 * (82329144 + 92429126) = ?,0.000306,0.0001,0.000206,0,
gemini-3.5-flash-lite,8 dígitos,12781498064971260,12781498064971260,12794406591726660,False,True,82235220 * (76746412 + 78836641) = ?,0.000319,0.0001,0.000219,0,
gemini-3.5-flash-lite,7 dígitos,68875323490792,68875323490792,68496256936576,False,True,6323888 * (2580898 + 8250454) = ?,0.000276,9.6e-05,0.00018,0,
gemini-3.5-flash-lite,8 dígitos,3222378347209355,3222378347209355,3219622143411960,False,True,35769448 * (53301169 + 36709226) = ?,0.000306,0.0001,0.000206,0,
gemini-3.5-flash-lite,3 dígitos,760923,760923,758873,False,True,523 * (485 + 966) = ?,0.000155,7.7e-05,7.7e-05,0,
gemini-3.5-flash-lite,7 dígitos,21226875503417,21226875503417,21491944965189,False,True,1778859 * (3679613 + 8402258) = ?,0.000276,9.6e-05,0.00018,0,
gemini-3.5-flash-lite,2 dígitos,2250,2250,2250,True,True,45 * (39 + 11) = ?,0.000124,7.3e-05,5.2e-05,0,
gemini-3.5-flash-lite,2 dígitos,10251,10251,10251,True,True,67 * (96 + 57) = ?,0.000137,7.3e-05,6.4e-05,0,
gemini-3.5-flash-lite,6 dígitos,750711314644,750711314644,751882960656,False,True,585163 * (451711 + 833201) = ?,0.000246,9.1e-05,0.000155,0,
gemini-3.5-flash-lite,10 dígitos,89635031950361309820,89635031950361309820,89456286461886778720,False,True,7057070630 * (6550337854 + 6125783890) = ?,0.000367,0.00011,0.000258,0,
gemini-3.5-flash-lite,8 dígitos,7481119782559056,7481119782559056,7472177189078448,False,True,60343976 * (94964580 + 28861818) = ?,0.000306,0.0001,0.000206,0,
